New op,SYMPY expression,Expression for LLM,Value
N/A,(5 + 4),(5 + 4),9.00000000000000
sqrt,sqrt((5 + 4)),sqrt((5 + 4)),3.00000000000000
sqrt,sqrt(sqrt((5 + 4))),sqrt(sqrt((5 + 4))),1.73205080756888
/,(sqrt(sqrt((5 + 4))))/(1),(sqrt(sqrt((5 + 4))))/(1),1.73205080756888
pow,((sqrt(sqrt((5 + 4))))/(1))**2,((sqrt(sqrt((5 + 4))))/(1))^2,3.00000000000000
/,(((sqrt(sqrt((5 + 4))))/(1))**2)/(6),(((sqrt(sqrt((5 + 4))))/(1))^2)/(6),0.500000000000000
*,((((sqrt(sqrt((5 + 4))))/(1))**2)/(6))*(6),((((sqrt(sqrt((5 + 4))))/(1))^2)/(6))*(6),3.00000000000000
*,(((((sqrt(sqrt((5 + 4))))/(1))**2)/(6))*(6))*(5),(((((sqrt(sqrt((5 + 4))))/(1))^2)/(6))*(6))*(5),15.0000000000000
log,"log((((((sqrt(sqrt((5 + 4))))/(1))**2)/(6))*(6))*(5),4)",log_4((((((sqrt(sqrt((5 + 4))))/(1))^2)/(6))*(6))*(5)),1.95344529780426
log,"log(log((((((sqrt(sqrt((5 + 4))))/(1))**2)/(6))*(6))*(5),4),4)",log_4(log_4((((((sqrt(sqrt((5 + 4))))/(1))^2)/(6))*(6))*(5))),0.483010428198088
pow,"(log(log((((((sqrt(sqrt((5 + 4))))/(1))**2)/(6))*(6))*(5),4),4))**3",(log_4(log_4((((((sqrt(sqrt((5 + 4))))/(1))^2)/(6))*(6))*(5))))^3,0.112685885509288
/,"((log(log((((((sqrt(sqrt((5 + 4))))/(1))**2)/(6))*(6))*(5),4),4))**3)/(10)",((log_4(log_4((((((sqrt(sqrt((5 + 4))))/(1))^2)/(6))*(6))*(5))))^3)/(10),0.0112685885509288
exp,"exp(((log(log((((((sqrt(sqrt((5 + 4))))/(1))**2)/(6))*(6))*(5),4),4))**3)/(10))",e^(((log_4(log_4((((((sqrt(sqrt((5 + 4))))/(1))^2)/(6))*(6))*(5))))^3)/(10)),1.01133231825119
*,"(exp(((log(log((((((sqrt(sqrt((5 + 4))))/(1))**2)/(6))*(6))*(5),4),4))**3)/(10)))*(8)",(e^(((log_4(log_4((((((sqrt(sqrt((5 + 4))))/(1))^2)/(6))*(6))*(5))))^3)/(10)))*(8),8.09065854600953
log,"log((exp(((log(log((((((sqrt(sqrt((5 + 4))))/(1))**2)/(6))*(6))*(5),4),4))**3)/(10)))*(8),4)",log_4((e^(((log_4(log_4((((((sqrt(sqrt((5 + 4))))/(1))^2)/(6))*(6))*(5))))^3)/(10)))*(8)),1.50812856841012
/,"(log((exp(((log(log((((((sqrt(sqrt((5 + 4))))/(1))**2)/(6))*(6))*(5),4),4))**3)/(10)))*(8),4))/(2)",(log_4((e^(((log_4(log_4((((((sqrt(sqrt((5 + 4))))/(1))^2)/(6))*(6))*(5))))^3)/(10)))*(8)))/(2),0.754064284205061
