New op,SYMPY expression,Expression for LLM,Value
N/A,(9 - 3),(9 - 3),6.00000000000000
log,"log((9 - 3),3)",log_3((9 - 3)),1.63092975357146
*,"(log((9 - 3),3))*(8)",(log_3((9 - 3)))*(8),13.0474380285717
log,"log((log((9 - 3),3))*(8),3)",log_3((log_3((9 - 3)))*(8)),2.33803300886048
/,"(log((log((9 - 3),3))*(8),3))/(4)",(log_3((log_3((9 - 3)))*(8)))/(4),0.584508252215119
*,"((log((log((9 - 3),3))*(8),3))/(4))*(5)",((log_3((log_3((9 - 3)))*(8)))/(4))*(5),2.92254126107560
*,"(((log((log((9 - 3),3))*(8),3))/(4))*(5))*(2)",(((log_3((log_3((9 - 3)))*(8)))/(4))*(5))*(2),5.84508252215119
sqrt,"sqrt((((log((log((9 - 3),3))*(8),3))/(4))*(5))*(2))",sqrt((((log_3((log_3((9 - 3)))*(8)))/(4))*(5))*(2)),2.41766054733728
pow,"(sqrt((((log((log((9 - 3),3))*(8),3))/(4))*(5))*(2)))**2",(sqrt((((log_3((log_3((9 - 3)))*(8)))/(4))*(5))*(2)))^2,5.84508252215119
sqrt,"sqrt((sqrt((((log((log((9 - 3),3))*(8),3))/(4))*(5))*(2)))**2)",sqrt((sqrt((((log_3((log_3((9 - 3)))*(8)))/(4))*(5))*(2)))^2),2.41766054733728
pow,"(sqrt((sqrt((((log((log((9 - 3),3))*(8),3))/(4))*(5))*(2)))**2))**4",(sqrt((sqrt((((log_3((log_3((9 - 3)))*(8)))/(4))*(5))*(2)))^2))^4,34.1649896907574
log,"log((sqrt((sqrt((((log((log((9 - 3),3))*(8),3))/(4))*(5))*(2)))**2))**4,10)",log_10((sqrt((sqrt((((log_3((log_3((9 - 3)))*(8)))/(4))*(5))*(2)))^2))^4),1.53358129401091
pow,"(log((sqrt((sqrt((((log((log((9 - 3),3))*(8),3))/(4))*(5))*(2)))**2))**4,10))**2",(log_10((sqrt((sqrt((((log_3((log_3((9 - 3)))*(8)))/(4))*(5))*(2)))^2))^4))^2,2.35187158534018
/,"((log((sqrt((sqrt((((log((log((9 - 3),3))*(8),3))/(4))*(5))*(2)))**2))**4,10))**2)/(5)",((log_10((sqrt((sqrt((((log_3((log_3((9 - 3)))*(8)))/(4))*(5))*(2)))^2))^4))^2)/(5),0.470374317068037
