New op,SYMPY expression,Expression for LLM,Value
N/A,(5 * 3),(5 * 3),15.0000000000000
log,"log((5 * 3),3)",log_3((5 * 3)),2.46497352071793
pow,"(log((5 * 3),3))**2",(log_3((5 * 3)))^2,6.07609445784053
sqrt,"sqrt((log((5 * 3),3))**2)",sqrt((log_3((5 * 3)))^2),2.46497352071793
exp,"exp(sqrt((log((5 * 3),3))**2))",e^(sqrt((log_3((5 * 3)))^2)),11.7631706675423
sqrt,"sqrt(exp(sqrt((log((5 * 3),3))**2)))",sqrt(e^(sqrt((log_3((5 * 3)))^2))),3.42974790145606
pow,"(sqrt(exp(sqrt((log((5 * 3),3))**2))))**3",(sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3,40.3447099114726
log,"log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)",log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3),1.68278669336544
sqrt,"sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9))",sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)),1.29722268457094
/,"(sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3)",(sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3),0.432407561523647
log,"log((sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3),7)",log_7((sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3)),-0.430845538496223
/,"(log((sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3),7))/(9)",(log_7((sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3)))/(9),-0.0478717264995803
exp,"exp((log((sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3),7))/(9))",e^((log_7((sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3)))/(9)),0.953256056726552
*,"(exp((log((sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3),7))/(9)))*(2)",(e^((log_7((sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3)))/(9)))*(2),1.90651211345310
/,"((exp((log((sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3),7))/(9)))*(2))/(5)",((e^((log_7((sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3)))/(9)))*(2))/(5),0.381302422690621
log,"log(((exp((log((sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3),7))/(9)))*(2))/(5),9)",log_9(((e^((log_7((sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3)))/(9)))*(2))/(5)),-0.438809245226370
*,"(log(((exp((log((sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3),7))/(9)))*(2))/(5),9))*(6)",(log_9(((e^((log_7((sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3)))/(9)))*(2))/(5)))*(6),-2.63285547135822
exp,"exp((log(((exp((log((sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3),7))/(9)))*(2))/(5),9))*(6))",e^((log_9(((e^((log_7((sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3)))/(9)))*(2))/(5)))*(6)),0.0718729378284814
sqrt,"sqrt(exp((log(((exp((log((sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3),7))/(9)))*(2))/(5),9))*(6)))",sqrt(e^((log_9(((e^((log_7((sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3)))/(9)))*(2))/(5)))*(6))),0.268091286371791
*,"(sqrt(exp((log(((exp((log((sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3),7))/(9)))*(2))/(5),9))*(6))))*(3)",(sqrt(e^((log_9(((e^((log_7((sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3)))/(9)))*(2))/(5)))*(6))))*(3),0.804273859115372
log,"log((sqrt(exp((log(((exp((log((sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3),7))/(9)))*(2))/(5),9))*(6))))*(3),3)",log_3((sqrt(e^((log_9(((e^((log_7((sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3)))/(9)))*(2))/(5)))*(6))))*(3)),-0.198264164034671
pow,"(log((sqrt(exp((log(((exp((log((sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3),7))/(9)))*(2))/(5),9))*(6))))*(3),3))**4",(log_3((sqrt(e^((log_9(((e^((log_7((sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3)))/(9)))*(2))/(5)))*(6))))*(3)))^4,0.00154517222431337
exp,"exp((log((sqrt(exp((log(((exp((log((sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3),7))/(9)))*(2))/(5),9))*(6))))*(3),3))**4)",e^((log_3((sqrt(e^((log_9(((e^((log_7((sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3)))/(9)))*(2))/(5)))*(6))))*(3)))^4),1.00154636661802
sqrt,"sqrt(exp((log((sqrt(exp((log(((exp((log((sqrt(log((sqrt(exp(sqrt((log((5 * 3),3))**2))))**3,9)))/(3),7))/(9)))*(2))/(5),9))*(6))))*(3),3))**4))",sqrt(e^((log_3((sqrt(e^((log_9(((e^((log_7((sqrt(log_9((sqrt(e^(sqrt((log_3((5 * 3)))^2))))^3)))/(3)))/(9)))*(2))/(5)))*(6))))*(3)))^4)),1.00077288463368
