New op,SYMPY expression,Expression for LLM,Value
N/A,(7 - 2),(7 - 2),5.00000000000000
exp,exp((7 - 2)),e^((7 - 2)),148.413159102577
log,"log(exp((7 - 2)),10)",log_10(e^((7 - 2))),2.17147240951626
*,"(log(exp((7 - 2)),10))*(9)",(log_10(e^((7 - 2))))*(9),19.5432516856463
log,"log((log(exp((7 - 2)),10))*(9),10)",log_10((log_10(e^((7 - 2))))*(9)),1.29099682507588
pow,"(log((log(exp((7 - 2)),10))*(9),10))**5",(log_10((log_10(e^((7 - 2))))*(9)))^5,3.58612869577756
/,"((log((log(exp((7 - 2)),10))*(9),10))**5)/(8)",((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8),0.448266086972195
/,"(((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9)",(((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9),0.0498073429969105
/,"((((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9))/(3)",((((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9))/(3),0.0166024476656368
/,"(((((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9))/(3))/(7)",(((((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9))/(3))/(7),0.00237177823794812
pow,"((((((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9))/(3))/(7))**3",((((((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9))/(3))/(7))^3,1.33420400425611e-8
sqrt,"sqrt(((((((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9))/(3))/(7))**3)",sqrt(((((((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9))/(3))/(7))^3),0.000115507748842063
/,"(sqrt(((((((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9))/(3))/(7))**3))/(1)",(sqrt(((((((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9))/(3))/(7))^3))/(1),0.000115507748842063
log,"log((sqrt(((((((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9))/(3))/(7))**3))/(1),7)",log_7((sqrt(((((((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9))/(3))/(7))^3))/(1)),-4.65909124586895
/,"(log((sqrt(((((((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9))/(3))/(7))**3))/(1),7))/(2)",(log_7((sqrt(((((((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9))/(3))/(7))^3))/(1)))/(2),-2.32954562293448
pow,"((log((sqrt(((((((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9))/(3))/(7))**3))/(1),7))/(2))**4",((log_7((sqrt(((((((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9))/(3))/(7))^3))/(1)))/(2))^4,29.4499716596741
sqrt,"sqrt(((log((sqrt(((((((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9))/(3))/(7))**3))/(1),7))/(2))**4)",sqrt(((log_7((sqrt(((((((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9))/(3))/(7))^3))/(1)))/(2))^4),5.42678280933317
/,"(sqrt(((log((sqrt(((((((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9))/(3))/(7))**3))/(1),7))/(2))**4))/(1)",(sqrt(((log_7((sqrt(((((((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9))/(3))/(7))^3))/(1)))/(2))^4))/(1),5.42678280933317
sqrt,"sqrt((sqrt(((log((sqrt(((((((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9))/(3))/(7))**3))/(1),7))/(2))**4))/(1))",sqrt((sqrt(((log_7((sqrt(((((((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9))/(3))/(7))^3))/(1)))/(2))^4))/(1)),2.32954562293448
exp,"exp(sqrt((sqrt(((log((sqrt(((((((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9))/(3))/(7))**3))/(1),7))/(2))**4))/(1)))",e^(sqrt((sqrt(((log_7((sqrt(((((((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9))/(3))/(7))^3))/(1)))/(2))^4))/(1))),10.2732725329536
/,"(exp(sqrt((sqrt(((log((sqrt(((((((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9))/(3))/(7))**3))/(1),7))/(2))**4))/(1))))/(3)",(e^(sqrt((sqrt(((log_7((sqrt(((((((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9))/(3))/(7))^3))/(1)))/(2))^4))/(1))))/(3),3.42442417765121
log,"log((exp(sqrt((sqrt(((log((sqrt(((((((log((log(exp((7 - 2)),10))*(9),10))**5)/(8))/(9))/(3))/(7))**3))/(1),7))/(2))**4))/(1))))/(3),10)",log_10((e^(sqrt((sqrt(((log_7((sqrt(((((((log_10((log_10(e^((7 - 2))))*(9)))^5)/(8))/(9))/(3))/(7))^3))/(1)))/(2))^4))/(1))))/(3)),0.534587554662654
