New op,SYMPY expression,Expression for LLM,Value
N/A,(8 / 4),(8 / 4),2.00000000000000
atan,atan((8 / 4)),atan((8 / 4)),1.10714871779409
/,(atan((8 / 4)))/(114),(atan((8 / 4)))/(114),0.00971183085784290
cosh,cosh((atan((8 / 4)))/(114)),cosh((atan((8 / 4)))/(114)),1.00004716019998
sin,sin(cosh((atan((8 / 4)))/(114))),sin(cosh((atan((8 / 4)))/(114))),0.841496464636931
tanh,tanh(sin(cosh((atan((8 / 4)))/(114)))),tanh(sin(cosh((atan((8 / 4)))/(114)))),0.686600875342813
cosh,cosh(tanh(sin(cosh((atan((8 / 4)))/(114))))),cosh(tanh(sin(cosh((atan((8 / 4)))/(114))))),1.24511701993571
cosh,cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114)))))),cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114)))))),1.88062422049946
sin,sin(cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114))))))),sin(cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114))))))),0.952386058292928
tan,tan(sin(cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114)))))))),tan(sin(cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114)))))))),1.40545814409744
log,"log(tan(sin(cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114)))))))),9)",log_9(tan(sin(cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114))))))))),0.154906027518390
tanh,"tanh(log(tan(sin(cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114)))))))),9))",tanh(log_9(tan(sin(cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114)))))))))),0.153678770471349
atanh,"atanh(tanh(log(tan(sin(cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114)))))))),9)))",atanh(tanh(log_9(tan(sin(cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114))))))))))),0.154906027518390
sqrt,"sqrt(atanh(tanh(log(tan(sin(cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114)))))))),9))))",sqrt(atanh(tanh(log_9(tan(sin(cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114)))))))))))),0.393581030435144
sin,"sin(sqrt(atanh(tanh(log(tan(sin(cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114)))))))),9)))))",sin(sqrt(atanh(tanh(log_9(tan(sin(cosh(cosh(tanh(sin(cosh((atan((8 / 4)))/(114))))))))))))),0.383498097813760
