New op,SYMPY expression,Expression for LLM,Value
N/A,(9 - 3),(9 - 3),6.00000000000000
cos,cos((9 - 3)),cos((9 - 3)),0.960170286650366
asinh,asinh(cos((9 - 3))),asinh(cos((9 - 3))),0.852927454634322
sqrt,sqrt(asinh(cos((9 - 3)))),sqrt(asinh(cos((9 - 3)))),0.923540716283977
sqrt,sqrt(sqrt(asinh(cos((9 - 3))))),sqrt(sqrt(asinh(cos((9 - 3))))),0.961010258157517
tanh,tanh(sqrt(sqrt(asinh(cos((9 - 3)))))),tanh(sqrt(sqrt(asinh(cos((9 - 3)))))),0.744727156246950
atanh,atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))),atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))),0.961010258157517
*,(atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),(atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),165.293764403093
log,"log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)",log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172)),2.85067519883499
atan,"atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6))",atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172))),1.23341425662835
log,"log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)",log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172)))),0.151328713580407
tan,"tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4))",tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172))))),0.152494555696412
log,"log(tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)),5)",log_5(tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172)))))),-1.16849887118609
cos,"cos(log(tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)),5))",cos(log_5(tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172))))))),0.391533409460402
atanh,"atanh(cos(log(tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)),5)))",atanh(cos(log_5(tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172)))))))),0.413609792024663
tan,"tan(atanh(cos(log(tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)),5))))",tan(atanh(cos(log_5(tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172))))))))),0.438929664448035
tanh,"tanh(tan(atanh(cos(log(tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)),5)))))",tanh(tan(atanh(cos(log_5(tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172)))))))))),0.412756850261921
cos,"cos(tanh(tan(atanh(cos(log(tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)),5))))))",cos(tanh(tan(atanh(cos(log_5(tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172))))))))))),0.916018432818989
pow,"(cos(tanh(tan(atanh(cos(log(tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)),5)))))))**3",(cos(tanh(tan(atanh(cos(log_5(tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172))))))))))))^3,0.768621695435799
acos,"acos((cos(tanh(tan(atanh(cos(log(tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)),5)))))))**3)",acos((cos(tanh(tan(atanh(cos(log_5(tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172))))))))))))^3),0.694112571717771
sinh,"sinh(acos((cos(tanh(tan(atanh(cos(log(tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)),5)))))))**3))",sinh(acos((cos(tanh(tan(atanh(cos(log_5(tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172))))))))))))^3)),0.751207088627285
sin,"sin(sinh(acos((cos(tanh(tan(atanh(cos(log(tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)),5)))))))**3)))",sin(sinh(acos((cos(tanh(tan(atanh(cos(log_5(tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172))))))))))))^3))),0.682521476525948
cosh,"cosh(sin(sinh(acos((cos(tanh(tan(atanh(cos(log(tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)),5)))))))**3))))",cosh(sin(sinh(acos((cos(tanh(tan(atanh(cos(log_5(tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172))))))))))))^3)))),1.24210113866632
sqrt,"sqrt(cosh(sin(sinh(acos((cos(tanh(tan(atanh(cos(log(tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)),5)))))))**3)))))",sqrt(cosh(sin(sinh(acos((cos(tanh(tan(atanh(cos(log_5(tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172))))))))))))^3))))),1.11449591235963
tan,"tan(sqrt(cosh(sin(sinh(acos((cos(tanh(tan(atanh(cos(log(tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)),5)))))))**3))))))",tan(sqrt(cosh(sin(sinh(acos((cos(tanh(tan(atanh(cos(log_5(tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172))))))))))))^3)))))),2.03728451691877
/,"(tan(sqrt(cosh(sin(sinh(acos((cos(tanh(tan(atanh(cos(log(tan(log(atan(log((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172),6)),4)),5)))))))**3)))))))/(151)",(tan(sqrt(cosh(sin(sinh(acos((cos(tanh(tan(atanh(cos(log_5(tan(log_4(atan(log_6((atanh(tanh(sqrt(sqrt(asinh(cos((9 - 3))))))))*(172))))))))))))^3)))))))/(151),0.0134919504431706
