New op,SYMPY expression,Expression for LLM,Value
N/A,(3 * 7),(3 * 7),21.0000000000000
pow,((3 * 7))**4,((3 * 7))^4,194481.000000000
sin,sin(((3 * 7))**4),sin(((3 * 7))^4),-0.649388108675013
cos,cos(sin(((3 * 7))**4)),cos(sin(((3 * 7))^4)),0.796453957806359
pow,(cos(sin(((3 * 7))**4)))**5,(cos(sin(((3 * 7))^4)))^5,0.320481801853146
tan,tan((cos(sin(((3 * 7))**4)))**5),tan((cos(sin(((3 * 7))^4)))^5),0.331924203474594
pow,(tan((cos(sin(((3 * 7))**4)))**5))**3,(tan((cos(sin(((3 * 7))^4)))^5))^3,0.0365693099330484
sqrt,sqrt((tan((cos(sin(((3 * 7))**4)))**5))**3),sqrt((tan((cos(sin(((3 * 7))^4)))^5))^3),0.191231038100640
sqrt,sqrt(sqrt((tan((cos(sin(((3 * 7))**4)))**5))**3)),sqrt(sqrt((tan((cos(sin(((3 * 7))^4)))^5))^3)),0.437299711983257
atanh,atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))**4)))**5))**3))),atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))^4)))^5))^3))),0.468887146941468
exp,exp(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))**4)))**5))**3)))),e^(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))^4)))^5))^3)))),1.59821462516834
cos,cos(exp(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))**4)))**5))**3))))),cos(e^(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))^4)))^5))^3))))),-0.0274148631584668
exp,exp(cos(exp(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))**4)))**5))**3)))))),e^(cos(e^(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))^4)))^5))^3)))))),0.972957513557069
cos,cos(exp(cos(exp(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))**4)))**5))**3))))))),cos(e^(cos(e^(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))^4)))^5))^3))))))),0.562857451733021
tan,tan(cos(exp(cos(exp(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))**4)))**5))**3)))))))),tan(cos(e^(cos(e^(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))^4)))^5))^3)))))))),0.630937307968127
/,(tan(cos(exp(cos(exp(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))**4)))**5))**3)))))))))/(189),(tan(cos(e^(cos(e^(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))^4)))^5))^3)))))))))/(189),0.00333829263475200
asinh,asinh((tan(cos(exp(cos(exp(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))**4)))**5))**3)))))))))/(189)),asinh((tan(cos(e^(cos(e^(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))^4)))^5))^3)))))))))/(189)),0.00333828643435090
sin,sin(asinh((tan(cos(exp(cos(exp(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))**4)))**5))**3)))))))))/(189))),sin(asinh((tan(cos(e^(cos(e^(atanh(sqrt(sqrt((tan((cos(sin(((3 * 7))^4)))^5))^3)))))))))/(189))),0.00333828023395671
