New op,SYMPY expression,Expression for LLM,Value
N/A,(6 + 2),(6 + 2),8.00000000000000
*,((6 + 2))*(113),((6 + 2))*(113),904.000000000000
exp,exp(((6 + 2))*(113)),e^(((6 + 2))*(113)),4.00139698474582e+392
log,"log(exp(((6 + 2))*(113)),6)",log_6(e^(((6 + 2))*(113))),504.532006402328
atan,"atan(log(exp(((6 + 2))*(113)),6))",atan(log_6(e^(((6 + 2))*(113)))),1.56881429457925
tan,"tan(atan(log(exp(((6 + 2))*(113)),6)))",tan(atan(log_6(e^(((6 + 2))*(113))))),504.532006402328
*,"(tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)",(tan(atan(log_6(e^(((6 + 2))*(113))))))*(135),68111.8208643142
sin,"sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135))",sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)),0.867153497411221
sinh,"sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))",sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135))),0.979990185836958
exp,"exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135))))",e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))),2.66443009264976
sqrt,"sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))))",sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135))))),1.63230821006627
tan,"tan(sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135))))))",tan(sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))))),-16.2365122211270
/,"(tan(sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))))))/(82)",(tan(sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))))))/(82),-0.198006246599110
pow,"((tan(sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))))))/(82))**3",((tan(sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))))))/(82))^3,-0.00776312669819265
asinh,"asinh(((tan(sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))))))/(82))**3)",asinh(((tan(sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))))))/(82))^3),-0.00776304872469885
atan,"atan(asinh(((tan(sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))))))/(82))**3))",atan(asinh(((tan(sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))))))/(82))^3)),-0.00776289278381978
tanh,"tanh(atan(asinh(((tan(sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))))))/(82))**3)))",tanh(atan(asinh(((tan(sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))))))/(82))^3))),-0.00776273685045845
/,"(tanh(atan(asinh(((tan(sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))))))/(82))**3))))/(64)",(tanh(atan(asinh(((tan(sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))))))/(82))^3))))/(64),-0.000121292763288413
acos,"acos((tanh(atan(asinh(((tan(sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))))))/(82))**3))))/(64))",acos((tanh(atan(asinh(((tan(sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))))))/(82))^3))))/(64)),1.57091761955848
tanh,"tanh(acos((tanh(atan(asinh(((tan(sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))))))/(82))**3))))/(64)))",tanh(acos((tanh(atan(asinh(((tan(sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))))))/(82))^3))))/(64))),0.917171598647172
cosh,"cosh(tanh(acos((tanh(atan(asinh(((tan(sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))))))/(82))**3))))/(64))))",cosh(tanh(acos((tanh(atan(asinh(((tan(sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))))))/(82))^3))))/(64)))),1.45092547277786
tanh,"tanh(cosh(tanh(acos((tanh(atan(asinh(((tan(sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))))))/(82))**3))))/(64)))))",tanh(cosh(tanh(acos((tanh(atan(asinh(((tan(sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))))))/(82))^3))))/(64))))),0.895875719912110
sqrt,"sqrt(tanh(cosh(tanh(acos((tanh(atan(asinh(((tan(sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))))))/(82))**3))))/(64))))))",sqrt(tanh(cosh(tanh(acos((tanh(atan(asinh(((tan(sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))))))/(82))^3))))/(64)))))),0.946507115616206
pow,"(sqrt(tanh(cosh(tanh(acos((tanh(atan(asinh(((tan(sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))))))/(82))**3))))/(64)))))))**3",(sqrt(tanh(cosh(tanh(acos((tanh(atan(asinh(((tan(sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))))))/(82))^3))))/(64)))))))^3,0.847952743604603
cosh,"cosh((sqrt(tanh(cosh(tanh(acos((tanh(atan(asinh(((tan(sqrt(exp(sinh(sin((tan(atan(log(exp(((6 + 2))*(113)),6))))*(135)))))))/(82))**3))))/(64)))))))**3)",cosh((sqrt(tanh(cosh(tanh(acos((tanh(atan(asinh(((tan(sqrt(e^(sinh(sin((tan(atan(log_6(e^(((6 + 2))*(113))))))*(135)))))))/(82))^3))))/(64)))))))^3),1.38157637542518
