New op,SYMPY expression,Expression for LLM,Value
N/A,(4 + 6),(4 + 6),10.0000000000000
asinh,asinh((4 + 6)),asinh((4 + 6)),2.99822295029797
atan,atan(asinh((4 + 6))),atan(asinh((4 + 6))),1.24886797264222
sqrt,sqrt(atan(asinh((4 + 6)))),sqrt(atan(asinh((4 + 6)))),1.11752761605350
sinh,sinh(sqrt(atan(asinh((4 + 6))))),sinh(sqrt(atan(asinh((4 + 6))))),1.36509929244674
pow,(sinh(sqrt(atan(asinh((4 + 6))))))**4,(sinh(sqrt(atan(asinh((4 + 6))))))^4,3.47261763361057
/,((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135),((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135),0.0257230935823005
exp,exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135)),e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135)),1.02605678742289
sinh,sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))),sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))),1.21581244538085
/,(sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196),(sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196),0.00620312472133088
asin,asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)),asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)),0.00620316450344048
pow,(asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5,(asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5,9.18473208160083e-12
sin,sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5),sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5),9.18473208160083e-12
pow,(sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5,(sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5,6.53630730417273e-56
sqrt,sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5),sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5),2.55662028940019e-28
tan,tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5)),tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5)),2.55662028940019e-28
atan,atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))),2.55662028940019e-28
log,"log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)",log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5)))),-45.8298743750941
tanh,"tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4))",tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))),-1.00000000000000
pow,"(tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3",(tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3,-1.00000000000000
atan,"atan((tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3)",atan((tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3),-0.785398163397448
acos,"acos(atan((tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3))",acos(atan((tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3)),2.47413543756141
sinh,"sinh(acos(atan((tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3)))",sinh(acos(atan((tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3))),5.89360164443088
asinh,"asinh(sinh(acos(atan((tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3))))",asinh(sinh(acos(atan((tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3)))),2.47413543756141
*,"(asinh(sinh(acos(atan((tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3)))))*(153)",(asinh(sinh(acos(atan((tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3)))))*(153),378.542721946896
log,"log((asinh(sinh(acos(atan((tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3)))))*(153),6)",log_6((asinh(sinh(acos(atan((tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3)))))*(153)),3.31312826313000
sqrt,"sqrt(log((asinh(sinh(acos(atan((tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3)))))*(153),6))",sqrt(log_6((asinh(sinh(acos(atan((tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3)))))*(153))),1.82020006129272
acosh,"acosh(sqrt(log((asinh(sinh(acos(atan((tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3)))))*(153),6)))",acosh(sqrt(log_6((asinh(sinh(acos(atan((tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3)))))*(153)))),1.20629927144646
sqrt,"sqrt(acosh(sqrt(log((asinh(sinh(acos(atan((tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3)))))*(153),6))))",sqrt(acosh(sqrt(log_6((asinh(sinh(acos(atan((tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3)))))*(153))))),1.09831656249301
exp,"exp(sqrt(acosh(sqrt(log((asinh(sinh(acos(atan((tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3)))))*(153),6)))))",e^(sqrt(acosh(sqrt(log_6((asinh(sinh(acos(atan((tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3)))))*(153)))))),2.99911295264273
sinh,"sinh(exp(sqrt(acosh(sqrt(log((asinh(sinh(acos(atan((tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3)))))*(153),6))))))",sinh(e^(sqrt(acosh(sqrt(log_6((asinh(sinh(acos(atan((tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3)))))*(153))))))),10.0089483745693
zeta,"zeta(sinh(exp(sqrt(acosh(sqrt(log((asinh(sinh(acos(atan((tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3)))))*(153),6)))))))",zeta(sinh(e^(sqrt(acosh(sqrt(log_6((asinh(sinh(acos(atan((tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3)))))*(153)))))))),1.00098835746373
log,"log(zeta(sinh(exp(sqrt(acosh(sqrt(log((asinh(sinh(acos(atan((tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3)))))*(153),6))))))),5)",log_5(zeta(sinh(e^(sqrt(acosh(sqrt(log_6((asinh(sinh(acos(atan((tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3)))))*(153))))))))),0.000613797744195598
acos,"acos(log(zeta(sinh(exp(sqrt(acosh(sqrt(log((asinh(sinh(acos(atan((tanh(log(atan(tan(sqrt((sin((asin((sinh(exp(((sinh(sqrt(atan(asinh((4 + 6))))))**4)/(135))))/(196)))**5))**5))),4)))**3)))))*(153),6))))))),5))",acos(log_5(zeta(sinh(e^(sqrt(acosh(sqrt(log_6((asinh(sinh(acos(atan((tanh(log_4(atan(tan(sqrt((sin((asin((sinh(e^(((sinh(sqrt(atan(asinh((4 + 6))))))^4)/(135))))/(196)))^5))^5))))))^3)))))*(153)))))))))),1.57018252901216
