New op,SYMPY expression,Expression for LLM,Value
N/A,(6 / 3),(6 / 3),2.00000000000000
tan,tan((6 / 3)),tan((6 / 3)),-2.18503986326152
cos,cos(tan((6 / 3))),cos(tan((6 / 3))),-0.576340497938191
/,(cos(tan((6 / 3))))/(172),(cos(tan((6 / 3))))/(172),-0.00335081684847785
tan,tan((cos(tan((6 / 3))))/(172)),tan((cos(tan((6 / 3))))/(172)),-0.00335082938949516
/,(tan((cos(tan((6 / 3))))/(172)))/(188),(tan((cos(tan((6 / 3))))/(172)))/(188),-1.78235605824211e-5
cos,cos((tan((cos(tan((6 / 3))))/(172)))/(188)),cos((tan((cos(tan((6 / 3))))/(172)))/(188)),0.999999999841160
/,(cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163),(cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163),0.00613496932417890
sqrt,sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)),sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)),0.0783260449925751
pow,(sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,(sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4,3.76378486086161e-5
log,"log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)",log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4),-7.34872815446023
exp,"exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4))",e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)),0.000643410158529204
pow,"(exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3",(e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3,2.66356770485931e-10
sqrt,"sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)",sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3),1.63204402663020e-5
sqrt,"sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3))",sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)),0.00403985646605198
tan,"tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))",tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3))),0.00403987844360750
sqrt,"sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3))))",sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))),0.0635600381026278
/,"(sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))))/(181)",(sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))))/(181),0.000351160431506231
cos,"cos((sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))))/(181))",cos((sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))))/(181)),0.999999938343176
/,"(cos((sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))))/(181)))/(163)",(cos((sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))))/(181)))/(163),0.00613496894689065
sin,"sin((cos((sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))))/(181)))/(163))",sin((cos((sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))))/(181)))/(163)),0.00613493046246240
log,"log(sin((cos((sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))))/(181)))/(163)),7)",log_7(sin((cos((sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))))/(181)))/(163))),-2.61767304000050
cos,"cos(log(sin((cos((sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))))/(181)))/(163)),7))",cos(log_7(sin((cos((sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))))/(181)))/(163)))),-0.865864940218660
cos,"cos(cos(log(sin((cos((sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))))/(181)))/(163)),7)))",cos(cos(log_7(sin((cos((sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))))/(181)))/(163))))),0.647981571234097
/,"(cos(cos(log(sin((cos((sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))))/(181)))/(163)),7))))/(133)",(cos(cos(log_7(sin((cos((sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))))/(181)))/(163))))))/(133),0.00487204188897817
log,"log((cos(cos(log(sin((cos((sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))))/(181)))/(163)),7))))/(133),5)",log_5((cos(cos(log_7(sin((cos((sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))))/(181)))/(163))))))/(133)),-3.30813764829066
cos,"cos(log((cos(cos(log(sin((cos((sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))))/(181)))/(163)),7))))/(133),5))",cos(log_5((cos(cos(log_7(sin((cos((sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))))/(181)))/(163))))))/(133))),-0.986163409171993
sin,"sin(cos(log((cos(cos(log(sin((cos((sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))))/(181)))/(163)),7))))/(133),5)))",sin(cos(log_5((cos(cos(log_7(sin((cos((sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))))/(181)))/(163))))))/(133)))),-0.833914732373251
tan,"tan(sin(cos(log((cos(cos(log(sin((cos((sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))))/(181)))/(163)),7))))/(133),5))))",tan(sin(cos(log_5((cos(cos(log_7(sin((cos((sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))))/(181)))/(163))))))/(133))))),-1.10206508024393
tan,"tan(tan(sin(cos(log((cos(cos(log(sin((cos((sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))))/(181)))/(163)),7))))/(133),5)))))",tan(tan(sin(cos(log_5((cos(cos(log_7(sin((cos((sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))))/(181)))/(163))))))/(133)))))),-1.97483743025577
tan,"tan(tan(tan(sin(cos(log((cos(cos(log(sin((cos((sqrt(tan(sqrt(sqrt((exp(log((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))**4,4)))**3)))))/(181)))/(163)),7))))/(133),5))))))",tan(tan(tan(sin(cos(log_5((cos(cos(log_7(sin((cos((sqrt(tan(sqrt(sqrt((e^(log_4((sqrt((cos((tan((cos(tan((6 / 3))))/(172)))/(188)))/(163)))^4)))^3)))))/(181)))/(163))))))/(133))))))),2.33882641622514
