New op,SYMPY expression,Expression for LLM,Value
N/A,(4 + 6),(4 + 6),10.0000000000000
cos,cos((4 + 6)),cos((4 + 6)),-0.839071529076452
cos,cos(cos((4 + 6))),cos(cos((4 + 6))),0.668153917531387
exp,exp(cos(cos((4 + 6)))),e^(cos(cos((4 + 6)))),1.95063296537098
/,(exp(cos(cos((4 + 6)))))/(60),(e^(cos(cos((4 + 6)))))/(60),0.0325105494228497
log,"log((exp(cos(cos((4 + 6)))))/(60),8)",log_8((e^(cos(cos((4 + 6)))))/(60)),-1.64764941741182
sin,"sin(log((exp(cos(cos((4 + 6)))))/(60),8))",sin(log_8((e^(cos(cos((4 + 6)))))/(60))),-0.997048254508994
pow,"(sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3",(sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3,-0.991170876213341
/,"((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117)",((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117),-0.00847154595054138
/,"(((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180)",(((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180),-4.70641441696743e-5
tan,"tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))",tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180)),-4.70641442044239e-5
sin,"sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180)))",sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))),-4.70641441870491e-5
exp,"exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))))",e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180)))),0.999952936963312
tan,"tan(exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180)))))",tan(e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))))),1.55724652115247
*,"(tan(exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))))))*(197)",(tan(e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))))))*(197),306.777564667037
cos,"cos((tan(exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))))))*(197))",cos((tan(e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))))))*(197)),0.454918721084206
/,"(cos((tan(exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))))))*(197)))/(190)",(cos((tan(e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))))))*(197)))/(190),0.00239430905833793
tan,"tan((cos((tan(exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))))))*(197)))/(190))",tan((cos((tan(e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))))))*(197)))/(190)),0.00239431363364626
pow,"(tan((cos((tan(exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))))))*(197)))/(190)))**4",(tan((cos((tan(e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))))))*(197)))/(190)))^4,3.28642824114084e-11
/,"((tan((cos((tan(exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))))))*(197)))/(190)))**4)/(95)",((tan((cos((tan(e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))))))*(197)))/(190)))^4)/(95),3.45939814856931e-13
cos,"cos(((tan((cos((tan(exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))))))*(197)))/(190)))**4)/(95))",cos(((tan((cos((tan(e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))))))*(197)))/(190)))^4)/(95)),1.00000000000000
pow,"(cos(((tan((cos((tan(exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))))))*(197)))/(190)))**4)/(95)))**3",(cos(((tan((cos((tan(e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))))))*(197)))/(190)))^4)/(95)))^3,1.00000000000000
tan,"tan((cos(((tan((cos((tan(exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))))))*(197)))/(190)))**4)/(95)))**3)",tan((cos(((tan((cos((tan(e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))))))*(197)))/(190)))^4)/(95)))^3),1.55740772465490
sin,"sin(tan((cos(((tan((cos((tan(exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))))))*(197)))/(190)))**4)/(95)))**3))",sin(tan((cos(((tan((cos((tan(e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))))))*(197)))/(190)))^4)/(95)))^3)),0.999910374005204
cos,"cos(sin(tan((cos(((tan((cos((tan(exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))))))*(197)))/(190)))**4)/(95)))**3)))",cos(sin(tan((cos(((tan((cos((tan(e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))))))*(197)))/(190)))^4)/(95)))^3))),0.540377721372069
/,"(cos(sin(tan((cos(((tan((cos((tan(exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))))))*(197)))/(190)))**4)/(95)))**3))))/(133)",(cos(sin(tan((cos(((tan((cos((tan(e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))))))*(197)))/(190)))^4)/(95)))^3))))/(133),0.00406299038625616
cos,"cos((cos(sin(tan((cos(((tan((cos((tan(exp(sin(tan((((sin(log((exp(cos(cos((4 + 6)))))/(60),8)))**3)/(117))/(180))))))*(197)))/(190)))**4)/(95)))**3))))/(133))",cos((cos(sin(tan((cos(((tan((cos((tan(e^(sin(tan((((sin(log_8((e^(cos(cos((4 + 6)))))/(60))))^3)/(117))/(180))))))*(197)))/(190)))^4)/(95)))^3))))/(133)),0.999991746065915
