New op,SYMPY expression,Expression for LLM,Value
N/A,(10 - 4),(10 - 4),6.00000000000000
exp,exp((10 - 4)),e^((10 - 4)),403.428793492735
pow,(exp((10 - 4)))**5,(e^((10 - 4)))^5,10686474581524.5
*,((exp((10 - 4)))**5)*(98),((e^((10 - 4)))^5)*(98),1.04727450898940e+15
log,"log(((exp((10 - 4)))**5)*(98),4)",log_4(((e^((10 - 4)))^5)*(98)),24.9477805353921
/,"(log(((exp((10 - 4)))**5)*(98),4))/(179)",(log_4(((e^((10 - 4)))^5)*(98)))/(179),0.139373075616715
cos,"cos((log(((exp((10 - 4)))**5)*(98),4))/(179))",cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)),0.990303284593636
*,"(cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104)",(cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104),102.991541597738
sin,"sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))",sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104)),0.629582690482472
tan,"tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104)))",tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))),0.728475768902241
*,"(tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84)",(tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84),61.1919645877883
pow,"((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3",((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3,229130.651391195
cos,"cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)",cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3),-0.161290318766593
tan,"tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3))",tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)),-0.162703660173895
/,"(tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)))/(135)",(tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)))/(135),-0.00120521229758441
cos,"cos((tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)))/(135))",cos((tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)))/(135)),0.999999273731747
*,"(cos((tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)))/(135)))*(127)",(cos((tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)))/(135)))*(127),126.999907763932
sqrt,"sqrt((cos((tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)))/(135)))*(127))",sqrt((cos((tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)))/(135)))*(127)),11.2694235772701
log,"log(sqrt((cos((tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)))/(135)))*(127)),4)",log_4(sqrt((cos((tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)))/(135)))*(127))),1.74717090974704
pow,"(log(sqrt((cos((tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)))/(135)))*(127)),4))**4",(log_4(sqrt((cos((tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)))/(135)))*(127))))^4,9.31840453819972
log,"log((log(sqrt((cos((tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)))/(135)))*(127)),4))**4,7)",log_7((log_4(sqrt((cos((tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)))/(135)))*(127))))^4),1.14701669459840
tan,"tan(log((log(sqrt((cos((tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)))/(135)))*(127)),4))**4,7))",tan(log_7((log_4(sqrt((cos((tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)))/(135)))*(127))))^4)),2.21673641161938
sin,"sin(tan(log((log(sqrt((cos((tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)))/(135)))*(127)),4))**4,7)))",sin(tan(log_7((log_4(sqrt((cos((tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)))/(135)))*(127))))^4))),0.798534236391679
sin,"sin(sin(tan(log((log(sqrt((cos((tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)))/(135)))*(127)),4))**4,7))))",sin(sin(tan(log_7((log_4(sqrt((cos((tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)))/(135)))*(127))))^4)))),0.716334113318604
pow,"(sin(sin(tan(log((log(sqrt((cos((tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)))/(135)))*(127)),4))**4,7)))))**3",(sin(sin(tan(log_7((log_4(sqrt((cos((tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)))/(135)))*(127))))^4)))))^3,0.367575791414597
exp,"exp((sin(sin(tan(log((log(sqrt((cos((tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)))/(135)))*(127)),4))**4,7)))))**3)",e^((sin(sin(tan(log_7((log_4(sqrt((cos((tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)))/(135)))*(127))))^4)))))^3),1.44422925455979
pow,"(exp((sin(sin(tan(log((log(sqrt((cos((tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)))/(135)))*(127)),4))**4,7)))))**3))**5",(e^((sin(sin(tan(log_7((log_4(sqrt((cos((tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)))/(135)))*(127))))^4)))))^3))^5,6.28319718658082
tan,"tan((exp((sin(sin(tan(log((log(sqrt((cos((tan(cos(((tan(sin((cos((log(((exp((10 - 4)))**5)*(98),4))/(179)))*(104))))*(84))**3)))/(135)))*(127)),4))**4,7)))))**3))**5)",tan((e^((sin(sin(tan(log_7((log_4(sqrt((cos((tan(cos(((tan(sin((cos((log_4(((e^((10 - 4)))^5)*(98)))/(179)))*(104))))*(84))^3)))/(135)))*(127))))^4)))))^3))^5),1.18794012338133e-5
