New op,SYMPY expression,Expression for LLM,Value
N/A,(9 * 1),(9 * 1),9.00000000000000
log,"log((9 * 1),9)",log_9((9 * 1)),1.00000000000000
log,"log(log((9 * 1),9),4)",log_4(log_9((9 * 1))),0
/,"(log(log((9 * 1),9),4))/(54)",(log_4(log_9((9 * 1))))/(54),0
exp,"exp((log(log((9 * 1),9),4))/(54))",e^((log_4(log_9((9 * 1))))/(54)),1.00000000000000
*,"(exp((log(log((9 * 1),9),4))/(54)))*(90)",(e^((log_4(log_9((9 * 1))))/(54)))*(90),90.0000000000000
sin,"sin((exp((log(log((9 * 1),9),4))/(54)))*(90))",sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)),0.893996663600558
pow,"(sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4",(sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4,0.638768648093113
*,"((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)",((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144),91.9826853254083
sin,"sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144))",sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)),-0.768503091562897
pow,"(sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)))**5",(sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)))^5,-0.268057581343403
cos,"cos((sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)))**5)",cos((sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)))^5),0.964287182010496
pow,"(cos((sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)))**5))**4",(cos((sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)))^5))^4,0.864620593634158
tan,"tan((cos((sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)))**5))**4)",tan((cos((sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)))^5))^4),1.17246926246648
/,"(tan((cos((sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)))**5))**4))/(147)",(tan((cos((sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)))^5))^4))/(147),0.00797598137732296
*,"((tan((cos((sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)))**5))**4))/(147))*(193)",((tan((cos((sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)))^5))^4))/(147))*(193),1.53936440582333
tan,"tan(((tan((cos((sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)))**5))**4))/(147))*(193))",tan(((tan((cos((sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)))^5))^4))/(147))*(193)),31.8043131161606
pow,"(tan(((tan((cos((sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)))**5))**4))/(147))*(193)))**3",(tan(((tan((cos((sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)))^5))^4))/(147))*(193)))^3,32170.5185615625
sqrt,"sqrt((tan(((tan((cos((sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)))**5))**4))/(147))*(193)))**3)",sqrt((tan(((tan((cos((sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)))^5))^4))/(147))*(193)))^3),179.361418821224
sin,"sin(sqrt((tan(((tan((cos((sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)))**5))**4))/(147))*(193)))**3))",sin(sqrt((tan(((tan((cos((sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)))^5))^4))/(147))*(193)))^3)),-0.286563111240191
pow,"(sin(sqrt((tan(((tan((cos((sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)))**5))**4))/(147))*(193)))**3)))**4",(sin(sqrt((tan(((tan((cos((sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)))^5))^4))/(147))*(193)))^3)))^4,0.00674343436520041
pow,"((sin(sqrt((tan(((tan((cos((sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)))**5))**4))/(147))*(193)))**3)))**4)**3",((sin(sqrt((tan(((tan((cos((sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)))^5))^4))/(147))*(193)))^3)))^4)^3,3.06650307438399e-7
sin,"sin(((sin(sqrt((tan(((tan((cos((sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)))**5))**4))/(147))*(193)))**3)))**4)**3)",sin(((sin(sqrt((tan(((tan((cos((sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)))^5))^4))/(147))*(193)))^3)))^4)^3),3.06650307438394e-7
/,"(sin(((sin(sqrt((tan(((tan((cos((sin(((sin((exp((log(log((9 * 1),9),4))/(54)))*(90)))**4)*(144)))**5))**4))/(147))*(193)))**3)))**4)**3))/(162)",(sin(((sin(sqrt((tan(((tan((cos((sin(((sin((e^((log_4(log_9((9 * 1))))/(54)))*(90)))^4)*(144)))^5))^4))/(147))*(193)))^3)))^4)^3))/(162),1.89290313233577e-9
