New op,SYMPY expression,Expression for LLM,Value
N/A,(8 / 2),(8 / 2),4.00000000000000
log,"log((8 / 2),7)",log_7((8 / 2)),0.712414374216044
exp,"exp(log((8 / 2),7))",e^(log_7((8 / 2))),2.03890800774502
exp,"exp(exp(log((8 / 2),7)))",e^(e^(log_7((8 / 2)))),7.68221569685140
/,"(exp(exp(log((8 / 2),7))))/(55)",(e^(e^(log_7((8 / 2)))))/(55),0.139676649033662
cos,"cos((exp(exp(log((8 / 2),7))))/(55))",cos((e^(e^(log_7((8 / 2)))))/(55)),0.990261065846381
log,"log(cos((exp(exp(log((8 / 2),7))))/(55)),2)",log_2(cos((e^(e^(log_7((8 / 2)))))/(55))),-0.0141191770180106
pow,"(log(cos((exp(exp(log((8 / 2),7))))/(55)),2))**5",(log_2(cos((e^(e^(log_7((8 / 2)))))/(55))))^5,-5.61108588192797e-10
cos,"cos((log(cos((exp(exp(log((8 / 2),7))))/(55)),2))**5)",cos((log_2(cos((e^(e^(log_7((8 / 2)))))/(55))))^5),1.00000000000000
tan,"tan(cos((log(cos((exp(exp(log((8 / 2),7))))/(55)),2))**5))",tan(cos((log_2(cos((e^(e^(log_7((8 / 2)))))/(55))))^5)),1.55740772465490
/,"(tan(cos((log(cos((exp(exp(log((8 / 2),7))))/(55)),2))**5)))/(119)",(tan(cos((log_2(cos((e^(e^(log_7((8 / 2)))))/(55))))^5)))/(119),0.0130874598710496
cos,"cos((tan(cos((log(cos((exp(exp(log((8 / 2),7))))/(55)),2))**5)))/(119))",cos((tan(cos((log_2(cos((e^(e^(log_7((8 / 2)))))/(55))))^5)))/(119)),0.999914360419446
pow,"(cos((tan(cos((log(cos((exp(exp(log((8 / 2),7))))/(55)),2))**5)))/(119)))**5",(cos((tan(cos((log_2(cos((e^(e^(log_7((8 / 2)))))/(55))))^5)))/(119)))^5,0.999571875432327
cos,"cos((cos((tan(cos((log(cos((exp(exp(log((8 / 2),7))))/(55)),2))**5)))/(119)))**5)",cos((cos((tan(cos((log_2(cos((e^(e^(log_7((8 / 2)))))/(55))))^5)))/(119)))^5),0.540662510742536
exp,"exp(cos((cos((tan(cos((log(cos((exp(exp(log((8 / 2),7))))/(55)),2))**5)))/(119)))**5))",e^(cos((cos((tan(cos((log_2(cos((e^(e^(log_7((8 / 2)))))/(55))))^5)))/(119)))^5)),1.71714411184378
sqrt,"sqrt(exp(cos((cos((tan(cos((log(cos((exp(exp(log((8 / 2),7))))/(55)),2))**5)))/(119)))**5)))",sqrt(e^(cos((cos((tan(cos((log_2(cos((e^(e^(log_7((8 / 2)))))/(55))))^5)))/(119)))^5))),1.31039845537294
