New op,SYMPY expression,Expression for LLM,Value
N/A,(8 / 4),(8 / 4),2.00000000000000
sin,sin((8 / 4)),sin((8 / 4)),0.909297426825682
sin,sin(sin((8 / 4))),sin(sin((8 / 4))),0.789072343572888
cos,cos(sin(sin((8 / 4)))),cos(sin(sin((8 / 4)))),0.704503976490632
pow,(cos(sin(sin((8 / 4)))))**3,(cos(sin(sin((8 / 4)))))^3,0.349663536996893
pow,((cos(sin(sin((8 / 4)))))**3)**4,((cos(sin(sin((8 / 4)))))^3)^4,0.0149486297490579
sqrt,sqrt(((cos(sin(sin((8 / 4)))))**3)**4),sqrt(((cos(sin(sin((8 / 4)))))^3)^4),0.122264589105177
*,(sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149),(sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149),18.2174237766714
/,((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153),((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153),0.119068129259291
exp,exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)),e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)),1.12644665965071
/,(exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)))/(159),(e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)))/(159),0.00708457018648245
pow,((exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)))/(159))**5,((e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)))/(159))^5,1.78470950221421e-11
/,(((exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)))/(159))**5)/(100),(((e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)))/(159))^5)/(100),1.78470950221421e-13
tan,tan((((exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)))/(159))**5)/(100)),tan((((e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)))/(159))^5)/(100)),1.78470950221421e-13
log,"log(tan((((exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)))/(159))**5)/(100)),8)",log_8(tan((((e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)))/(159))^5)/(100))),-14.1164586560483
sin,"sin(log(tan((((exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)))/(159))**5)/(100)),8))",sin(log_8(tan((((e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)))/(159))^5)/(100)))),-0.999785591126289
*,"(sin(log(tan((((exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)))/(159))**5)/(100)),8)))*(116)",(sin(log_8(tan((((e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)))/(159))^5)/(100)))))*(116),-115.975128570649
pow,"((sin(log(tan((((exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)))/(159))**5)/(100)),8)))*(116))**4",((sin(log_8(tan((((e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)))/(159))^5)/(100)))))*(116))^4,180908699.076832
tan,"tan(((sin(log(tan((((exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)))/(159))**5)/(100)),8)))*(116))**4)",tan(((sin(log_8(tan((((e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)))/(159))^5)/(100)))))*(116))^4),3.55874273317538
exp,"exp(tan(((sin(log(tan((((exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)))/(159))**5)/(100)),8)))*(116))**4))",e^(tan(((sin(log_8(tan((((e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)))/(159))^5)/(100)))))*(116))^4)),35.1190154038271
exp,"exp(exp(tan(((sin(log(tan((((exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)))/(159))**5)/(100)),8)))*(116))**4)))",e^(e^(tan(((sin(log_8(tan((((e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)))/(159))^5)/(100)))))*(116))^4))),1.78646536087810e+15
tan,"tan(exp(exp(tan(((sin(log(tan((((exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)))/(159))**5)/(100)),8)))*(116))**4))))",tan(e^(e^(tan(((sin(log_8(tan((((e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)))/(159))^5)/(100)))))*(116))^4)))),0.261416630776736
*,"(tan(exp(exp(tan(((sin(log(tan((((exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)))/(159))**5)/(100)),8)))*(116))**4)))))*(65)",(tan(e^(e^(tan(((sin(log_8(tan((((e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)))/(159))^5)/(100)))))*(116))^4)))))*(65),16.9920810004879
sin,"sin((tan(exp(exp(tan(((sin(log(tan((((exp(((sqrt(((cos(sin(sin((8 / 4)))))**3)**4))*(149))/(153)))/(159))**5)/(100)),8)))*(116))**4)))))*(65))",sin((tan(e^(e^(tan(((sin(log_8(tan((((e^(((sqrt(((cos(sin(sin((8 / 4)))))^3)^4))*(149))/(153)))/(159))^5)/(100)))))*(116))^4)))))*(65)),-0.959188351587487
