New op,SYMPY expression,Expression for LLM,Value
N/A,(5 + 4),(5 + 4),9.00000000000000
sqrt,sqrt((5 + 4)),sqrt((5 + 4)),3.00000000000000
exp,exp(sqrt((5 + 4))),e^(sqrt((5 + 4))),20.0855369231877
exp,exp(exp(sqrt((5 + 4)))),e^(e^(sqrt((5 + 4)))),528491311.485494
/,(exp(exp(sqrt((5 + 4)))))/(147),(e^(e^(sqrt((5 + 4)))))/(147),3595178.98969724
pow,((exp(exp(sqrt((5 + 4)))))/(147))**5,((e^(e^(sqrt((5 + 4)))))/(147))^5,6.00623866320619e+32
pow,(((exp(exp(sqrt((5 + 4)))))/(147))**5)**4,(((e^(e^(sqrt((5 + 4)))))/(147))^5)^4,1.30139861775763e+131
log,"log((((exp(exp(sqrt((5 + 4)))))/(147))**5)**4,3)",log_3((((e^(e^(sqrt((5 + 4)))))/(147))^5)^4),274.803121940486
sin,"sin(log((((exp(exp(sqrt((5 + 4)))))/(147))**5)**4,3))",sin(log_3((((e^(e^(sqrt((5 + 4)))))/(147))^5)^4)),-0.996284044618241
tan,"tan(sin(log((((exp(exp(sqrt((5 + 4)))))/(147))**5)**4,3)))",tan(sin(log_3((((e^(e^(sqrt((5 + 4)))))/(147))^5)^4))),-1.54475183420351
*,"(tan(sin(log((((exp(exp(sqrt((5 + 4)))))/(147))**5)**4,3))))*(60)",(tan(sin(log_3((((e^(e^(sqrt((5 + 4)))))/(147))^5)^4))))*(60),-92.6851100522108
/,"((tan(sin(log((((exp(exp(sqrt((5 + 4)))))/(147))**5)**4,3))))*(60))/(151)",((tan(sin(log_3((((e^(e^(sqrt((5 + 4)))))/(147))^5)^4))))*(60))/(151),-0.613808675842456
cos,"cos(((tan(sin(log((((exp(exp(sqrt((5 + 4)))))/(147))**5)**4,3))))*(60))/(151))",cos(((tan(sin(log_3((((e^(e^(sqrt((5 + 4)))))/(147))^5)^4))))*(60))/(151)),0.817460211759621
log,"log(cos(((tan(sin(log((((exp(exp(sqrt((5 + 4)))))/(147))**5)**4,3))))*(60))/(151)),7)",log_7(cos(((tan(sin(log_3((((e^(e^(sqrt((5 + 4)))))/(147))^5)^4))))*(60))/(151))),-0.103577777279934
*,"(log(cos(((tan(sin(log((((exp(exp(sqrt((5 + 4)))))/(147))**5)**4,3))))*(60))/(151)),7))*(173)",(log_7(cos(((tan(sin(log_3((((e^(e^(sqrt((5 + 4)))))/(147))^5)^4))))*(60))/(151))))*(173),-17.9189554694286
exp,"exp((log(cos(((tan(sin(log((((exp(exp(sqrt((5 + 4)))))/(147))**5)**4,3))))*(60))/(151)),7))*(173))",e^((log_7(cos(((tan(sin(log_3((((e^(e^(sqrt((5 + 4)))))/(147))^5)^4))))*(60))/(151))))*(173)),1.65156822268588e-8
sin,"sin(exp((log(cos(((tan(sin(log((((exp(exp(sqrt((5 + 4)))))/(147))**5)**4,3))))*(60))/(151)),7))*(173)))",sin(e^((log_7(cos(((tan(sin(log_3((((e^(e^(sqrt((5 + 4)))))/(147))^5)^4))))*(60))/(151))))*(173))),1.65156822268588e-8
