New op,SYMPY expression,Expression for LLM,Value
N/A,(1 + 2),(1 + 2),3.00000000000000
log,"log((1 + 2),6)",log_6((1 + 2)),0.613147192765458
exp,"exp(log((1 + 2),6))",e^(log_6((1 + 2))),1.84623271530749
tan,"tan(exp(log((1 + 2),6)))",tan(e^(log_6((1 + 2)))),-3.53832248549933
pow,"(tan(exp(log((1 + 2),6))))**5",(tan(e^(log_6((1 + 2)))))^5,-554.609189916757
exp,"exp((tan(exp(log((1 + 2),6))))**5)",e^((tan(e^(log_6((1 + 2)))))^5),1.36863992985891e-241
sqrt,"sqrt(exp((tan(exp(log((1 + 2),6))))**5))",sqrt(e^((tan(e^(log_6((1 + 2)))))^5)),3.69951338672928e-121
tan,"tan(sqrt(exp((tan(exp(log((1 + 2),6))))**5)))",tan(sqrt(e^((tan(e^(log_6((1 + 2)))))^5))),3.69951338672928e-121
/,"(tan(sqrt(exp((tan(exp(log((1 + 2),6))))**5))))/(153)",(tan(sqrt(e^((tan(e^(log_6((1 + 2)))))^5))))/(153),2.41798260570541e-123
exp,"exp((tan(sqrt(exp((tan(exp(log((1 + 2),6))))**5))))/(153))",e^((tan(sqrt(e^((tan(e^(log_6((1 + 2)))))^5))))/(153)),1.00000000000000
sqrt,"sqrt(exp((tan(sqrt(exp((tan(exp(log((1 + 2),6))))**5))))/(153)))",sqrt(e^((tan(sqrt(e^((tan(e^(log_6((1 + 2)))))^5))))/(153))),1.00000000000000
log,"log(sqrt(exp((tan(sqrt(exp((tan(exp(log((1 + 2),6))))**5))))/(153))),9)",log_9(sqrt(e^((tan(sqrt(e^((tan(e^(log_6((1 + 2)))))^5))))/(153)))),5.50235654253610e-124
/,"(log(sqrt(exp((tan(sqrt(exp((tan(exp(log((1 + 2),6))))**5))))/(153))),9))/(100)",(log_9(sqrt(e^((tan(sqrt(e^((tan(e^(log_6((1 + 2)))))^5))))/(153)))))/(100),5.50235654253610e-126
tan,"tan((log(sqrt(exp((tan(sqrt(exp((tan(exp(log((1 + 2),6))))**5))))/(153))),9))/(100))",tan((log_9(sqrt(e^((tan(sqrt(e^((tan(e^(log_6((1 + 2)))))^5))))/(153)))))/(100)),5.50235654253610e-126
/,"(tan((log(sqrt(exp((tan(sqrt(exp((tan(exp(log((1 + 2),6))))**5))))/(153))),9))/(100)))/(126)",(tan((log_9(sqrt(e^((tan(sqrt(e^((tan(e^(log_6((1 + 2)))))^5))))/(153)))))/(100)))/(126),4.36694963693341e-128
sin,"sin((tan((log(sqrt(exp((tan(sqrt(exp((tan(exp(log((1 + 2),6))))**5))))/(153))),9))/(100)))/(126))",sin((tan((log_9(sqrt(e^((tan(sqrt(e^((tan(e^(log_6((1 + 2)))))^5))))/(153)))))/(100)))/(126)),4.36694963693341e-128
*,"(sin((tan((log(sqrt(exp((tan(sqrt(exp((tan(exp(log((1 + 2),6))))**5))))/(153))),9))/(100)))/(126)))*(82)",(sin((tan((log_9(sqrt(e^((tan(sqrt(e^((tan(e^(log_6((1 + 2)))))^5))))/(153)))))/(100)))/(126)))*(82),3.58089870228540e-126
tan,"tan((sin((tan((log(sqrt(exp((tan(sqrt(exp((tan(exp(log((1 + 2),6))))**5))))/(153))),9))/(100)))/(126)))*(82))",tan((sin((tan((log_9(sqrt(e^((tan(sqrt(e^((tan(e^(log_6((1 + 2)))))^5))))/(153)))))/(100)))/(126)))*(82)),3.58089870228540e-126
*,"(tan((sin((tan((log(sqrt(exp((tan(sqrt(exp((tan(exp(log((1 + 2),6))))**5))))/(153))),9))/(100)))/(126)))*(82)))*(186)",(tan((sin((tan((log_9(sqrt(e^((tan(sqrt(e^((tan(e^(log_6((1 + 2)))))^5))))/(153)))))/(100)))/(126)))*(82)))*(186),6.66047158625084e-124
