New op,SYMPY expression,Expression for LLM,Value
N/A,(8 / 2),(8 / 2),4.00000000000000
cos,cos((8 / 2)),cos((8 / 2)),-0.653643620863612
atan,atan(cos((8 / 2))),atan(cos((8 / 2))),-0.578932378178799
acos,acos(atan(cos((8 / 2)))),acos(atan(cos((8 / 2)))),2.18821504582669
cos,cos(acos(atan(cos((8 / 2))))),cos(acos(atan(cos((8 / 2))))),-0.578932378178799
cos,cos(cos(acos(atan(cos((8 / 2)))))),cos(cos(acos(atan(cos((8 / 2)))))),0.837047255410640
atan,atan(cos(cos(acos(atan(cos((8 / 2))))))),atan(cos(cos(acos(atan(cos((8 / 2))))))),0.696926099464008
*,(atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5),(atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5),3.48463049732004
exp,exp((atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5)),e^((atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5)),32.6103752623476
*,(exp((atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5)))*(6),(e^((atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5)))*(6),195.662251574085
sqrt,sqrt((exp((atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5)))*(6)),sqrt((e^((atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5)))*(6)),13.9879323552155
/,(sqrt((exp((atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5)))*(6)))/(2),(sqrt((e^((atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5)))*(6)))/(2),6.99396617760776
log,"log((sqrt((exp((atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5)))*(6)))/(2),7)",log_7((sqrt((e^((atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5)))*(6)))/(2)),0.999556841644702
*,"(log((sqrt((exp((atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5)))*(6)))/(2),7))*(9)",(log_7((sqrt((e^((atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5)))*(6)))/(2)))*(9),8.99601157480232
*,"((log((sqrt((exp((atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5)))*(6)))/(2),7))*(9))*(10)",((log_7((sqrt((e^((atan(cos(cos(acos(atan(cos((8 / 2))))))))*(5)))*(6)))/(2)))*(9))*(10),89.9601157480232
