New op,SYMPY expression,Expression for LLM,Value
N/A,(2 + 2),(2 + 2),4.00000000000000
log,"log((2 + 2),4)",log_4((2 + 2)),1.00000000000000
tan,"tan(log((2 + 2),4))",tan(log_4((2 + 2))),1.55740772465490
cos,"cos(tan(log((2 + 2),4)))",cos(tan(log_4((2 + 2)))),0.0133882021486758
sin,"sin(cos(tan(log((2 + 2),4))))",sin(cos(tan(log_4((2 + 2))))),0.0133878021932058
log,"log(sin(cos(tan(log((2 + 2),4)))),5)",log_5(sin(cos(tan(log_4((2 + 2)))))),-2.68007310959327
tan,"tan(log(sin(cos(tan(log((2 + 2),4)))),5))",tan(log_5(sin(cos(tan(log_4((2 + 2))))))),0.497342742142106
/,"(tan(log(sin(cos(tan(log((2 + 2),4)))),5)))/(4)",(tan(log_5(sin(cos(tan(log_4((2 + 2))))))))/(4),0.124335685535526
cos,"cos((tan(log(sin(cos(tan(log((2 + 2),4)))),5)))/(4))",cos((tan(log_5(sin(cos(tan(log_4((2 + 2))))))))/(4)),0.992280271516772
sin,"sin(cos((tan(log(sin(cos(tan(log((2 + 2),4)))),5)))/(4)))",sin(cos((tan(log_5(sin(cos(tan(log_4((2 + 2))))))))/(4))),0.837274965861520
acos,"acos(sin(cos((tan(log(sin(cos(tan(log((2 + 2),4)))),5)))/(4))))",acos(sin(cos((tan(log_5(sin(cos(tan(log_4((2 + 2))))))))/(4)))),0.578516055278125
/,"(acos(sin(cos((tan(log(sin(cos(tan(log((2 + 2),4)))),5)))/(4)))))/(5)",(acos(sin(cos((tan(log_5(sin(cos(tan(log_4((2 + 2))))))))/(4)))))/(5),0.115703211055625
*,"((acos(sin(cos((tan(log(sin(cos(tan(log((2 + 2),4)))),5)))/(4)))))/(5))*(6)",((acos(sin(cos((tan(log_5(sin(cos(tan(log_4((2 + 2))))))))/(4)))))/(5))*(6),0.694219266333750
pow,"(((acos(sin(cos((tan(log(sin(cos(tan(log((2 + 2),4)))),5)))/(4)))))/(5))*(6))**4",(((acos(sin(cos((tan(log_5(sin(cos(tan(log_4((2 + 2))))))))/(4)))))/(5))*(6))^4,0.232266539271389
