New op,SYMPY expression,Expression for LLM,Value
N/A,(9 * 1),(9 * 1),9.00000000000000
sqrt,sqrt((9 * 1)),sqrt((9 * 1)),3.00000000000000
*,(sqrt((9 * 1)))*(9),(sqrt((9 * 1)))*(9),27.0000000000000
log,"log((sqrt((9 * 1)))*(9),9)",log_9((sqrt((9 * 1)))*(9)),1.50000000000000
pow,"(log((sqrt((9 * 1)))*(9),9))**4",(log_9((sqrt((9 * 1)))*(9)))^4,5.06250000000000
sin,"sin((log((sqrt((9 * 1)))*(9),9))**4)",sin((log_9((sqrt((9 * 1)))*(9)))^4),-0.939334638675732
cos,"cos(sin((log((sqrt((9 * 1)))*(9),9))**4))",cos(sin((log_9((sqrt((9 * 1)))*(9)))^4)),0.590325212367309
acos,"acos(cos(sin((log((sqrt((9 * 1)))*(9),9))**4)))",acos(cos(sin((log_9((sqrt((9 * 1)))*(9)))^4))),0.939334638675732
sqrt,"sqrt(acos(cos(sin((log((sqrt((9 * 1)))*(9),9))**4))))",sqrt(acos(cos(sin((log_9((sqrt((9 * 1)))*(9)))^4)))),0.969192776838402
/,"(sqrt(acos(cos(sin((log((sqrt((9 * 1)))*(9),9))**4)))))/(10)",(sqrt(acos(cos(sin((log_9((sqrt((9 * 1)))*(9)))^4)))))/(10),0.0969192776838401
*,"((sqrt(acos(cos(sin((log((sqrt((9 * 1)))*(9),9))**4)))))/(10))*(4)",((sqrt(acos(cos(sin((log_9((sqrt((9 * 1)))*(9)))^4)))))/(10))*(4),0.387677110735361
sqrt,"sqrt(((sqrt(acos(cos(sin((log((sqrt((9 * 1)))*(9),9))**4)))))/(10))*(4))",sqrt(((sqrt(acos(cos(sin((log_9((sqrt((9 * 1)))*(9)))^4)))))/(10))*(4)),0.622637222413952
acos,"acos(sqrt(((sqrt(acos(cos(sin((log((sqrt((9 * 1)))*(9),9))**4)))))/(10))*(4)))",acos(sqrt(((sqrt(acos(cos(sin((log_9((sqrt((9 * 1)))*(9)))^4)))))/(10))*(4))),0.898687917528384
