New op,SYMPY expression,Expression for LLM,Value
N/A,(1 + 2),(1 + 2),3.00000000000000
sin,sin((1 + 2)),sin((1 + 2)),0.141120008059867
/,(sin((1 + 2)))/(5),(sin((1 + 2)))/(5),0.0282240016119734
atan,atan((sin((1 + 2)))/(5)),atan((sin((1 + 2)))/(5)),0.0282165108326229
acos,acos(atan((sin((1 + 2)))/(5))),acos(atan((sin((1 + 2)))/(5))),1.54257607042330
exp,exp(acos(atan((sin((1 + 2)))/(5)))),e^(acos(atan((sin((1 + 2)))/(5)))),4.67662207475520
sqrt,sqrt(exp(acos(atan((sin((1 + 2)))/(5))))),sqrt(e^(acos(atan((sin((1 + 2)))/(5))))),2.16254990110175
*,(sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),(sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9),19.4629491099158
log,"log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3)",log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9)),2.70205662467758
sin,"sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3))",sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9))),0.425519640621880
acos,"acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3)))",acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9)))),1.13126029788269
cos,"cos(acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3))))",cos(acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9))))),0.425519640621880
asin,"asin(cos(acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3)))))",asin(cos(acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9)))))),0.439536028912210
log,"log(asin(cos(acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3))))),4)",log_4(asin(cos(acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9))))))),-0.592973333243347
exp,"exp(log(asin(cos(acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3))))),4))",e^(log_4(asin(cos(acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9)))))))),0.552681532887917
log,"log(exp(log(asin(cos(acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3))))),4)),10)",log_10(e^(log_4(asin(cos(acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9))))))))),-0.257525046543364
tan,"tan(log(exp(log(asin(cos(acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3))))),4)),10))",tan(log_10(e^(log_4(asin(cos(acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9)))))))))),-0.263373180347946
*,"(tan(log(exp(log(asin(cos(acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3))))),4)),10)))*(7)",(tan(log_10(e^(log_4(asin(cos(acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9)))))))))))*(7),-1.84361226243562
sin,"sin((tan(log(exp(log(asin(cos(acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3))))),4)),10)))*(7))",sin((tan(log_10(e^(log_4(asin(cos(acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9)))))))))))*(7)),-0.963015977694435
sin,"sin(sin((tan(log(exp(log(asin(cos(acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3))))),4)),10)))*(7)))",sin(sin((tan(log_10(e^(log_4(asin(cos(acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9)))))))))))*(7))),-0.820917563433836
asin,"asin(sin(sin((tan(log(exp(log(asin(cos(acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3))))),4)),10)))*(7))))",asin(sin(sin((tan(log_10(e^(log_4(asin(cos(acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9)))))))))))*(7)))),-0.963015977694435
exp,"exp(asin(sin(sin((tan(log(exp(log(asin(cos(acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3))))),4)),10)))*(7)))))",e^(asin(sin(sin((tan(log_10(e^(log_4(asin(cos(acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9)))))))))))*(7))))),0.381739829242375
pow,"(exp(asin(sin(sin((tan(log(exp(log(asin(cos(acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3))))),4)),10)))*(7))))))**4",(e^(asin(sin(sin((tan(log_10(e^(log_4(asin(cos(acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9)))))))))))*(7))))))^4,0.0212358622527711
exp,"exp((exp(asin(sin(sin((tan(log(exp(log(asin(cos(acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3))))),4)),10)))*(7))))))**4)",e^((e^(asin(sin(sin((tan(log_10(e^(log_4(asin(cos(acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9)))))))))))*(7))))))^4),1.02146294777924
/,"(exp((exp(asin(sin(sin((tan(log(exp(log(asin(cos(acos(sin(log((sqrt(exp(acos(atan((sin((1 + 2)))/(5))))))*(9),3))))),4)),10)))*(7))))))**4))/(10)",(e^((e^(asin(sin(sin((tan(log_10(e^(log_4(asin(cos(acos(sin(log_3((sqrt(e^(acos(atan((sin((1 + 2)))/(5))))))*(9)))))))))))*(7))))))^4))/(10),0.102146294777924
