New op,SYMPY expression,Expression for LLM,Value
N/A,(10 - 4),(10 - 4),6.00000000000000
pow,((10 - 4))**3,((10 - 4))^3,216.000000000000
exp,exp(((10 - 4))**3),e^(((10 - 4))^3),6.42108015218561e+93
log,"log(exp(((10 - 4))**3),6)",log_6(e^(((10 - 4))^3)),120.551895335069
exp,"exp(log(exp(((10 - 4))**3),6))",e^(log_6(e^(((10 - 4))^3))),2.26476386441565e+52
log,"log(exp(log(exp(((10 - 4))**3),6)),7)",log_7(e^(log_6(e^(((10 - 4))^3)))),61.9514191822239
pow,"(log(exp(log(exp(((10 - 4))**3),6)),7))**3",(log_7(e^(log_6(e^(((10 - 4))^3)))))^3,237768.204872579
sqrt,"sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3)",sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3),487.614811990550
/,"(sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182)",(sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182),2.67920226368434
*,"((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)",((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94),251.845012786328
exp,"exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94))",e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)),2.37082418002012e+109
pow,"(exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4",(e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4,3.15934746201863e+437
log,"log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)",log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4),562.229511519937
sqrt,"sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6))",sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)),23.7113793677200
/,"(sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)",(sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107),0.221601676333832
sqrt,"sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107))",sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107)),0.470745872349224
log,"log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9)",log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))),-0.342903901357481
exp,"exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))",e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107)))),0.709706410105860
exp,"exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9)))",e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))),2.03339418701983
log,"log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)",log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107)))))),0.396094689211618
sqrt,"sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6))",sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))),0.629360539922562
exp,"exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)))",e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107)))))))),1.87641030606223
exp,"exp(exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6))))",e^(e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))))),6.53002195895039
*,"(exp(exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)))))*(169)",(e^(e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))))))*(169),1103.57371106262
*,"((exp(exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)))))*(169))*(179)",((e^(e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))))))*(169))*(179),197539.694280208
*,"(((exp(exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)))))*(169))*(179))*(144)",(((e^(e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))))))*(169))*(179))*(144),28445715.9763500
*,"((((exp(exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)))))*(169))*(179))*(144))*(151)",((((e^(e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))))))*(169))*(179))*(144))*(151),4295303112.42885
pow,"(((((exp(exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)))))*(169))*(179))*(144))*(151))**4",(((((e^(e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))))))*(169))*(179))*(144))*(151))^4,3.40388803877721e+38
sqrt,"sqrt((((((exp(exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)))))*(169))*(179))*(144))*(151))**4)",sqrt((((((e^(e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))))))*(169))*(179))*(144))*(151))^4),1.84496288276410e+19
pow,"(sqrt((((((exp(exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)))))*(169))*(179))*(144))*(151))**4))**3",(sqrt((((((e^(e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))))))*(169))*(179))*(144))*(151))^4))^3,6.28004708862862e+57
/,"((sqrt((((((exp(exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)))))*(169))*(179))*(144))*(151))**4))**3)/(140)",((sqrt((((((e^(e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))))))*(169))*(179))*(144))*(151))^4))^3)/(140),4.48574792044902e+55
sqrt,"sqrt(((sqrt((((((exp(exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)))))*(169))*(179))*(144))*(151))**4))**3)/(140))",sqrt(((sqrt((((((e^(e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))))))*(169))*(179))*(144))*(151))^4))^3)/(140)),6.69757263525303e+27
*,"(sqrt(((sqrt((((((exp(exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)))))*(169))*(179))*(144))*(151))**4))**3)/(140)))*(75)",(sqrt(((sqrt((((((e^(e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))))))*(169))*(179))*(144))*(151))^4))^3)/(140)))*(75),5.02317947643977e+29
log,"log((sqrt(((sqrt((((((exp(exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)))))*(169))*(179))*(144))*(151))**4))**3)/(140)))*(75),6)",log_6((sqrt(((sqrt((((((e^(e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))))))*(169))*(179))*(144))*(151))^4))^3)/(140)))*(75)),38.1686448244901
*,"(log((sqrt(((sqrt((((((exp(exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)))))*(169))*(179))*(144))*(151))**4))**3)/(140)))*(75),6))*(117)",(log_6((sqrt(((sqrt((((((e^(e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))))))*(169))*(179))*(144))*(151))^4))^3)/(140)))*(75)))*(117),4465.73144446535
/,"((log((sqrt(((sqrt((((((exp(exp(sqrt(log(exp(exp(log(sqrt((sqrt(log((exp(((sqrt((log(exp(log(exp(((10 - 4))**3),6)),7))**3))/(182))*(94)))**4,6)))/(107)),9))),6)))))*(169))*(179))*(144))*(151))**4))**3)/(140)))*(75),6))*(117))/(53)",((log_6((sqrt(((sqrt((((((e^(e^(sqrt(log_6(e^(e^(log_9(sqrt((sqrt(log_6((e^(((sqrt((log_7(e^(log_6(e^(((10 - 4))^3)))))^3))/(182))*(94)))^4)))/(107))))))))))*(169))*(179))*(144))*(151))^4))^3)/(140)))*(75)))*(117))/(53),84.2590838578367
