New op,SYMPY expression,Expression for LLM,Value
N/A,(4 + 6),(4 + 6),10.0000000000000
*,((4 + 6))*(152),((4 + 6))*(152),1520.00000000000
pow,(((4 + 6))*(152))**5,(((4 + 6))*(152))^5,8.11368120320000e+15
/,((((4 + 6))*(152))**5)/(144),((((4 + 6))*(152))^5)/(144),56345008355555.6
/,(((((4 + 6))*(152))**5)/(144))/(53),(((((4 + 6))*(152))^5)/(144))/(53),1063113365199.16
log,"log((((((4 + 6))*(152))**5)/(144))/(53),3)",log_3((((((4 + 6))*(152))^5)/(144))/(53)),25.2065475160904
log,"log(log((((((4 + 6))*(152))**5)/(144))/(53),3),3)",log_3(log_3((((((4 + 6))*(152))^5)/(144))/(53))),2.93743645153368
*,"(log(log((((((4 + 6))*(152))**5)/(144))/(53),3),3))*(104)",(log_3(log_3((((((4 + 6))*(152))^5)/(144))/(53))))*(104),305.493390959503
exp,"exp((log(log((((((4 + 6))*(152))**5)/(144))/(53),3),3))*(104))",e^((log_3(log_3((((((4 + 6))*(152))^5)/(144))/(53))))*(104)),4.72165174468612e+132
log,"log(exp((log(log((((((4 + 6))*(152))**5)/(144))/(53),3),3))*(104)),4)",log_4(e^((log_3(log_3((((((4 + 6))*(152))^5)/(144))/(53))))*(104))),220.366900080814
pow,"(log(exp((log(log((((((4 + 6))*(152))**5)/(144))/(53),3),3))*(104)),4))**3",(log_4(e^((log_3(log_3((((((4 + 6))*(152))^5)/(144))/(53))))*(104))))^3,10701362.7874664
log,"log((log(exp((log(log((((((4 + 6))*(152))**5)/(144))/(53),3),3))*(104)),4))**3,10)",log_10((log_4(e^((log_3(log_3((((((4 + 6))*(152))^5)/(144))/(53))))*(104))))^3),7.02943908734781
/,"(log((log(exp((log(log((((((4 + 6))*(152))**5)/(144))/(53),3),3))*(104)),4))**3,10))/(64)",(log_10((log_4(e^((log_3(log_3((((((4 + 6))*(152))^5)/(144))/(53))))*(104))))^3))/(64),0.109834985739810
sqrt,"sqrt((log((log(exp((log(log((((((4 + 6))*(152))**5)/(144))/(53),3),3))*(104)),4))**3,10))/(64))",sqrt((log_10((log_4(e^((log_3(log_3((((((4 + 6))*(152))^5)/(144))/(53))))*(104))))^3))/(64)),0.331413617311977
exp,"exp(sqrt((log((log(exp((log(log((((((4 + 6))*(152))**5)/(144))/(53),3),3))*(104)),4))**3,10))/(64)))",e^(sqrt((log_10((log_4(e^((log_3(log_3((((((4 + 6))*(152))^5)/(144))/(53))))*(104))))^3))/(64))),1.39293581554117
sqrt,"sqrt(exp(sqrt((log((log(exp((log(log((((((4 + 6))*(152))**5)/(144))/(53),3),3))*(104)),4))**3,10))/(64))))",sqrt(e^(sqrt((log_10((log_4(e^((log_3(log_3((((((4 + 6))*(152))^5)/(144))/(53))))*(104))))^3))/(64)))),1.18022701864564
exp,"exp(sqrt(exp(sqrt((log((log(exp((log(log((((((4 + 6))*(152))**5)/(144))/(53),3),3))*(104)),4))**3,10))/(64)))))",e^(sqrt(e^(sqrt((log_10((log_4(e^((log_3(log_3((((((4 + 6))*(152))^5)/(144))/(53))))*(104))))^3))/(64))))),3.25511309038106
/,"(exp(sqrt(exp(sqrt((log((log(exp((log(log((((((4 + 6))*(152))**5)/(144))/(53),3),3))*(104)),4))**3,10))/(64))))))/(164)",(e^(sqrt(e^(sqrt((log_10((log_4(e^((log_3(log_3((((((4 + 6))*(152))^5)/(144))/(53))))*(104))))^3))/(64))))))/(164),0.0198482505511040
pow,"((exp(sqrt(exp(sqrt((log((log(exp((log(log((((((4 + 6))*(152))**5)/(144))/(53),3),3))*(104)),4))**3,10))/(64))))))/(164))**3",((e^(sqrt(e^(sqrt((log_10((log_4(e^((log_3(log_3((((((4 + 6))*(152))^5)/(144))/(53))))*(104))))^3))/(64))))))/(164))^3,7.81927884056881e-6
