New op,SYMPY expression,Expression for LLM,Value
N/A,(9 * 1),(9 * 1),9.00000000000000
exp,exp((9 * 1)),e^((9 * 1)),8103.08392757538
*,(exp((9 * 1)))*(199),(e^((9 * 1)))*(199),1612513.70158750
pow,((exp((9 * 1)))*(199))**3,((e^((9 * 1)))*(199))^3,4.19285883283829e+18
*,(((exp((9 * 1)))*(199))**3)*(89),(((e^((9 * 1)))*(199))^3)*(89),3.73164436122608e+20
log,"log((((exp((9 * 1)))*(199))**3)*(89),7)",log_7((((e^((9 * 1)))*(199))^3)*(89)),24.3426197591404
log,"log(log((((exp((9 * 1)))*(199))**3)*(89),7),3)",log_3(log_7((((e^((9 * 1)))*(199))^3)*(89))),2.90569179549585
log,"log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)",log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))),0.485463121312708
sqrt,"sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9))",sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89))))),0.696751836246384
log,"log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6)",log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))),-0.201659867512299
pow,"(log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6))**4",(log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))))^4,0.00165378066498317
pow,"((log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6))**4)**3",((log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))))^4)^3,4.52307438775589e-9
*,"(((log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6))**4)**3)*(148)",(((log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))))^4)^3)*(148),6.69415009387872e-7
/,"((((log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6))**4)**3)*(148))/(187)",((((log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))))^4)^3)*(148))/(187),3.57975940849130e-9
/,"(((((log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6))**4)**3)*(148))/(187))/(173)",(((((log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))))^4)^3)*(148))/(187))/(173),2.06922509161347e-11
pow,"((((((log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6))**4)**3)*(148))/(187))/(173))**4",((((((log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))))^4)^3)*(148))/(187))/(173))^4,1.83328904912569e-43
pow,"(((((((log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6))**4)**3)*(148))/(187))/(173))**4)**5",(((((((log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))))^4)^3)*(148))/(187))/(173))^4)^5,2.07087898646004e-214
sqrt,"sqrt((((((((log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6))**4)**3)*(148))/(187))/(173))**4)**5)",sqrt((((((((log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))))^4)^3)*(148))/(187))/(173))^4)^5),1.43905489348393e-107
log,"log(sqrt((((((((log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6))**4)**3)*(148))/(187))/(173))**4)**5),4)",log_4(sqrt((((((((log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))))^4)^3)*(148))/(187))/(173))^4)^5)),-177.460592263740
/,"(log(sqrt((((((((log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6))**4)**3)*(148))/(187))/(173))**4)**5),4))/(143)",(log_4(sqrt((((((((log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))))^4)^3)*(148))/(187))/(173))^4)^5)))/(143),-1.24098316268350
pow,"((log(sqrt((((((((log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6))**4)**3)*(148))/(187))/(173))**4)**5),4))/(143))**5",((log_4(sqrt((((((((log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))))^4)^3)*(148))/(187))/(173))^4)^5)))/(143))^5,-2.94326554033791
*,"(((log(sqrt((((((((log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6))**4)**3)*(148))/(187))/(173))**4)**5),4))/(143))**5)*(122)",(((log_4(sqrt((((((((log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))))^4)^3)*(148))/(187))/(173))^4)^5)))/(143))^5)*(122),-359.078395921225
*,"((((log(sqrt((((((((log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6))**4)**3)*(148))/(187))/(173))**4)**5),4))/(143))**5)*(122))*(126)",((((log_4(sqrt((((((((log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))))^4)^3)*(148))/(187))/(173))^4)^5)))/(143))^5)*(122))*(126),-45243.8778860744
pow,"(((((log(sqrt((((((((log(sqrt(log(log(log((((exp((9 * 1)))*(199))**3)*(89),7),3),9)),6))**4)**3)*(148))/(187))/(173))**4)**5),4))/(143))**5)*(122))*(126))**4",(((((log_4(sqrt((((((((log_6(sqrt(log_9(log_3(log_7((((e^((9 * 1)))*(199))^3)*(89)))))))^4)^3)*(148))/(187))/(173))^4)^5)))/(143))^5)*(122))*(126))^4,4.19024374245204e+18
