New op,SYMPY expression,Expression for LLM,Value
N/A,(5 + 4),(5 + 4),9.00000000000000
/,((5 + 4))/(140),((5 + 4))/(140),0.0642857142857143
sqrt,sqrt(((5 + 4))/(140)),sqrt(((5 + 4))/(140)),0.253546276418555
/,(sqrt(((5 + 4))/(140)))/(157),(sqrt(((5 + 4))/(140)))/(157),0.00161494443578697
log,"log((sqrt(((5 + 4))/(140)))/(157),6)",log_6((sqrt(((5 + 4))/(140)))/(157)),-3.58778889599195
/,"(log((sqrt(((5 + 4))/(140)))/(157),6))/(76)",(log_6((sqrt(((5 + 4))/(140)))/(157)))/(76),-0.0472077486314731
exp,"exp((log((sqrt(((5 + 4))/(140)))/(157),6))/(76))",e^((log_6((sqrt(((5 + 4))/(140)))/(157)))/(76)),0.953889207826755
/,"(exp((log((sqrt(((5 + 4))/(140)))/(157),6))/(76)))/(177)",(e^((log_6((sqrt(((5 + 4))/(140)))/(157)))/(76)))/(177),0.00538920456399297
*,"((exp((log((sqrt(((5 + 4))/(140)))/(157),6))/(76)))/(177))*(65)",((e^((log_6((sqrt(((5 + 4))/(140)))/(157)))/(76)))/(177))*(65),0.350298296659543
*,"(((exp((log((sqrt(((5 + 4))/(140)))/(157),6))/(76)))/(177))*(65))*(96)",(((e^((log_6((sqrt(((5 + 4))/(140)))/(157)))/(76)))/(177))*(65))*(96),33.6286364793161
pow,"((((exp((log((sqrt(((5 + 4))/(140)))/(157),6))/(76)))/(177))*(65))*(96))**4",((((e^((log_6((sqrt(((5 + 4))/(140)))/(157)))/(76)))/(177))*(65))*(96))^4,1278901.31625897
/,"(((((exp((log((sqrt(((5 + 4))/(140)))/(157),6))/(76)))/(177))*(65))*(96))**4)/(196)",(((((e^((log_6((sqrt(((5 + 4))/(140)))/(157)))/(76)))/(177))*(65))*(96))^4)/(196),6525.00671560701
pow,"((((((exp((log((sqrt(((5 + 4))/(140)))/(157),6))/(76)))/(177))*(65))*(96))**4)/(196))**4",((((((e^((log_6((sqrt(((5 + 4))/(140)))/(157)))/(76)))/(177))*(65))*(96))^4)/(196))^4,1.81269130669457e+15
sqrt,"sqrt(((((((exp((log((sqrt(((5 + 4))/(140)))/(157),6))/(76)))/(177))*(65))*(96))**4)/(196))**4)",sqrt(((((((e^((log_6((sqrt(((5 + 4))/(140)))/(157)))/(76)))/(177))*(65))*(96))^4)/(196))^4),42575712.6387166
sqrt,"sqrt(sqrt(((((((exp((log((sqrt(((5 + 4))/(140)))/(157),6))/(76)))/(177))*(65))*(96))**4)/(196))**4))",sqrt(sqrt(((((((e^((log_6((sqrt(((5 + 4))/(140)))/(157)))/(76)))/(177))*(65))*(96))^4)/(196))^4)),6525.00671560701
*,"(sqrt(sqrt(((((((exp((log((sqrt(((5 + 4))/(140)))/(157),6))/(76)))/(177))*(65))*(96))**4)/(196))**4)))*(184)",(sqrt(sqrt(((((((e^((log_6((sqrt(((5 + 4))/(140)))/(157)))/(76)))/(177))*(65))*(96))^4)/(196))^4)))*(184),1200601.23567169
*,"((sqrt(sqrt(((((((exp((log((sqrt(((5 + 4))/(140)))/(157),6))/(76)))/(177))*(65))*(96))**4)/(196))**4)))*(184))*(110)",((sqrt(sqrt(((((((e^((log_6((sqrt(((5 + 4))/(140)))/(157)))/(76)))/(177))*(65))*(96))^4)/(196))^4)))*(184))*(110),132066135.923886
exp,"exp(((sqrt(sqrt(((((((exp((log((sqrt(((5 + 4))/(140)))/(157),6))/(76)))/(177))*(65))*(96))**4)/(196))**4)))*(184))*(110))",e^(((sqrt(sqrt(((((((e^((log_6((sqrt(((5 + 4))/(140)))/(157)))/(76)))/(177))*(65))*(96))^4)/(196))^4)))*(184))*(110)),1.19681902459386e+57355594
/,"(exp(((sqrt(sqrt(((((((exp((log((sqrt(((5 + 4))/(140)))/(157),6))/(76)))/(177))*(65))*(96))**4)/(196))**4)))*(184))*(110)))/(132)",(e^(((sqrt(sqrt(((((((e^((log_6((sqrt(((5 + 4))/(140)))/(157)))/(76)))/(177))*(65))*(96))^4)/(196))^4)))*(184))*(110)))/(132),9.06681079237775e+57355591
sqrt,"sqrt((exp(((sqrt(sqrt(((((((exp((log((sqrt(((5 + 4))/(140)))/(157),6))/(76)))/(177))*(65))*(96))**4)/(196))**4)))*(184))*(110)))/(132))",sqrt((e^(((sqrt(sqrt(((((((e^((log_6((sqrt(((5 + 4))/(140)))/(157)))/(76)))/(177))*(65))*(96))^4)/(196))^4)))*(184))*(110)))/(132)),9.52198025222577e+28677795
