New op,SYMPY expression,Expression for LLM,Value
N/A,(8 / 2),(8 / 2),4.00000000000000
exp,exp((8 / 2)),e^((8 / 2)),54.5981500331442
log,"log(exp((8 / 2)),8)",log_8(e^((8 / 2))),1.92359338785195
log,"log(log(exp((8 / 2)),8),4)",log_4(log_8(e^((8 / 2)))),0.471901936111871
/,"(log(log(exp((8 / 2)),8),4))/(93)",(log_4(log_8(e^((8 / 2)))))/(93),0.00507421436679431
log,"log((log(log(exp((8 / 2)),8),4))/(93),3)",log_3((log_4(log_8(e^((8 / 2)))))/(93)),-4.80932502313058
pow,"(log((log(log(exp((8 / 2)),8),4))/(93),3))**3",(log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3,-111.237798576865
*,"((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)",((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156),-17353.0965779910
exp,"exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156))",e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)),4.42498949814243e-7537
*,"(exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)))*(110)",(e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)))*(110),4.86748844795667e-7535
pow,"((exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)))*(110))**5",((e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)))*(110))^5,2.73227650362156e-37672
/,"(((exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)))*(110))**5)/(192)",(((e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)))*(110))^5)/(192),1.42306067896956e-37674
*,"((((exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)))*(110))**5)/(192))*(58)",((((e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)))*(110))^5)/(192))*(58),8.25375193802346e-37673
pow,"(((((exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)))*(110))**5)/(192))*(58))**5",(((((e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)))*(110))^5)/(192))*(58))^5,3.83051406450403e-188361
pow,"((((((exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)))*(110))**5)/(192))*(58))**5)**3",((((((e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)))*(110))^5)/(192))*(58))^5)^3,5.62045123189192e-565082
sqrt,"sqrt(((((((exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)))*(110))**5)/(192))*(58))**5)**3)",sqrt(((((((e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)))*(110))^5)/(192))*(58))^5)^3),2.37074908665846e-282541
sqrt,"sqrt(sqrt(((((((exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)))*(110))**5)/(192))*(58))**5)**3))",sqrt(sqrt(((((((e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)))*(110))^5)/(192))*(58))^5)^3)),4.86903387404366e-141271
*,"(sqrt(sqrt(((((((exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)))*(110))**5)/(192))*(58))**5)**3)))*(95)",(sqrt(sqrt(((((((e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)))*(110))^5)/(192))*(58))^5)^3)))*(95),4.62558218034147e-141269
*,"((sqrt(sqrt(((((((exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)))*(110))**5)/(192))*(58))**5)**3)))*(95))*(60)",((sqrt(sqrt(((((((e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)))*(110))^5)/(192))*(58))^5)^3)))*(95))*(60),2.77534930820488e-141267
sqrt,"sqrt(((sqrt(sqrt(((((((exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)))*(110))**5)/(192))*(58))**5)**3)))*(95))*(60))",sqrt(((sqrt(sqrt(((((((e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)))*(110))^5)/(192))*(58))^5)^3)))*(95))*(60)),5.26815841466910e-70634
sqrt,"sqrt(sqrt(((sqrt(sqrt(((((((exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)))*(110))**5)/(192))*(58))**5)**3)))*(95))*(60)))",sqrt(sqrt(((sqrt(sqrt(((((((e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)))*(110))^5)/(192))*(58))^5)^3)))*(95))*(60))),2.29524691801756e-35317
sqrt,"sqrt(sqrt(sqrt(((sqrt(sqrt(((((((exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)))*(110))**5)/(192))*(58))**5)**3)))*(95))*(60))))",sqrt(sqrt(sqrt(((sqrt(sqrt(((((((e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)))*(110))^5)/(192))*(58))^5)^3)))*(95))*(60)))),4.79087352997087e-17659
*,"(sqrt(sqrt(sqrt(((sqrt(sqrt(((((((exp(((log((log(log(exp((8 / 2)),8),4))/(93),3))**3)*(156)))*(110))**5)/(192))*(58))**5)**3)))*(95))*(60)))))*(150)",(sqrt(sqrt(sqrt(((sqrt(sqrt(((((((e^(((log_3((log_4(log_8(e^((8 / 2)))))/(93)))^3)*(156)))*(110))^5)/(192))*(58))^5)^3)))*(95))*(60)))))*(150),7.18631029495631e-17657
