New op,SYMPY expression,Expression for LLM,Value
N/A,(12 / 4),(12 / 4),3.00000000000000
sqrt,sqrt((12 / 4)),sqrt((12 / 4)),1.73205080756888
pow,(sqrt((12 / 4)))**5,(sqrt((12 / 4)))^5,15.5884572681199
exp,exp((sqrt((12 / 4)))**5),e^((sqrt((12 / 4)))^5),5888178.57826464
pow,(exp((sqrt((12 / 4)))**5))**4,(e^((sqrt((12 / 4)))^5))^4,1.20205376128610e+27
/,((exp((sqrt((12 / 4)))**5))**4)/(94),((e^((sqrt((12 / 4)))^5))^4)/(94),1.27878059711287e+25
pow,(((exp((sqrt((12 / 4)))**5))**4)/(94))**3,(((e^((sqrt((12 / 4)))^5))^4)/(94))^3,2.09116409897865e+75
*,((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173),((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173),3.61771389123306e+77
/,(((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80),(((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80),4.52214236404133e+75
*,((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81),((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81),3.66293531487348e+77
*,(((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183),(((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183),6.70317162621846e+79
pow,((((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183))**5,((((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183))^5,1.35332372505630e+399
log,"log(((((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183))**5,5)",log_5(((((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183))^5),571.027939996699
sqrt,"sqrt(log(((((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183))**5,5))",sqrt(log_5(((((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183))^5)),23.8961909097810
exp,"exp(sqrt(log(((((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183))**5,5)))",e^(sqrt(log_5(((((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183))^5))),23877224930.5833
pow,"(exp(sqrt(log(((((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183))**5,5))))**4",(e^(sqrt(log_5(((((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183))^5))))^4,3.25038947092054e+41
sqrt,"sqrt((exp(sqrt(log(((((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183))**5,5))))**4)",sqrt((e^(sqrt(log_5(((((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183))^5))))^4),5.70121870385669e+20
pow,"(sqrt((exp(sqrt(log(((((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183))**5,5))))**4))**4",(sqrt((e^(sqrt(log_5(((((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183))^5))))^4))^4,1.05650317126711e+83
pow,"((sqrt((exp(sqrt(log(((((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183))**5,5))))**4))**4)**3",((sqrt((e^(sqrt(log_5(((((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183))^5))))^4))^4)^3,1.17926773138819e+249
/,"(((sqrt((exp(sqrt(log(((((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183))**5,5))))**4))**4)**3)/(174)",(((sqrt((e^(sqrt(log_5(((((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183))^5))))^4))^4)^3)/(174),6.77740075510452e+246
exp,"exp((((sqrt((exp(sqrt(log(((((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183))**5,5))))**4))**4)**3)/(174))",e^((((sqrt((e^(sqrt(log_5(((((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183))^5))))^4))^4)^3)/(174)),8.07811981327096e+2943387749588823891453973769692186024247776407913693287706048237773370955789634456069775289519578712613566465298617729792532490004573080983069817055171908089150726430985305821670197961770963934574367848174134501357035046245691917649736345531616150
pow,"(exp((((sqrt((exp(sqrt(log(((((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183))**5,5))))**4))**4)**3)/(174)))**4",(e^((((sqrt((e^(sqrt(log_5(((((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183))^5))))^4))^4)^3)/(174)))^4,4.25834810937869e+11773550998355295565815895078768744096991105631654773150824192951093483823158537824279101158078314850454265861194470919170129960018292323932279268220687632356602905723941223286680791847083855738297471392696538005428140184982767670598945382126464603
*,"((exp((((sqrt((exp(sqrt(log(((((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183))**5,5))))**4))**4)**3)/(174)))**4)*(177)",((e^((((sqrt((e^(sqrt(log_5(((((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183))^5))))^4))^4)^3)/(174)))^4)*(177),7.53727615360028e+11773550998355295565815895078768744096991105631654773150824192951093483823158537824279101158078314850454265861194470919170129960018292323932279268220687632356602905723941223286680791847083855738297471392696538005428140184982767670598945382126464605
sqrt,"sqrt(((exp((((sqrt((exp(sqrt(log(((((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183))**5,5))))**4))**4)**3)/(174)))**4)*(177))",sqrt(((e^((((sqrt((e^(sqrt(log_5(((((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183))^5))))^4))^4)^3)/(174)))^4)*(177)),8.68174876024427e+5886775499177647782907947539384372048495552815827386575412096475546741911579268912139550579039157425227132930597235459585064980009146161966139634110343816178301452861970611643340395923541927869148735696348269002714070092491383835299472691063232302
sqrt,"sqrt(sqrt(((exp((((sqrt((exp(sqrt(log(((((((((exp((sqrt((12 / 4)))**5))**4)/(94))**3)*(173))/(80))*(81))*(183))**5,5))))**4))**4)**3)/(174)))**4)*(177)))",sqrt(sqrt(((e^((((sqrt((e^(sqrt(log_5(((((((((e^((sqrt((12 / 4)))^5))^4)/(94))^3)*(173))/(80))*(81))*(183))^5))))^4))^4)^3)/(174)))^4)*(177))),2.94648074153629e+2943387749588823891453973769692186024247776407913693287706048237773370955789634456069775289519578712613566465298617729792532490004573080983069817055171908089150726430985305821670197961770963934574367848174134501357035046245691917649736345531616151
