New op,SYMPY expression,Expression for LLM,Value
N/A,(9 - 3),(9 - 3),6.00000000000000
log,"log((9 - 3),9)",log_9((9 - 3)),0.815464876785729
pow,"(log((9 - 3),9))**2",(log_9((9 - 3)))^2,0.664982965271164
*,"((log((9 - 3),9))**2)*(4)",((log_9((9 - 3)))^2)*(4),2.65993186108465
cos,"cos(((log((9 - 3),9))**2)*(4))",cos(((log_9((9 - 3)))^2)*(4)),-0.886226780469577
/,"(cos(((log((9 - 3),9))**2)*(4)))/(6)",(cos(((log_9((9 - 3)))^2)*(4)))/(6),-0.147704463411596
exp,"exp((cos(((log((9 - 3),9))**2)*(4)))/(6))",e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)),0.862686032558375
log,"log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)",log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6))),-0.0672231982725517
tan,"tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9))",tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))),-0.0673246412550004
*,"(tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)",(tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3),-0.201973923765001
exp,"exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3))",e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3)),0.817116234979396
sin,"sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))",sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))),0.729175426660742
tan,"tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3))))",tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3)))),0.893433668409477
log,"log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4)",log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))),-0.0812837361449504
*,"(log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4))*(9)",(log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))))*(9),-0.731553625304554
exp,"exp((log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4))*(9))",e^((log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))))*(9)),0.481160865391920
log,"log(exp((log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4))*(9)),7)",log_7(e^((log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))))*(9))),-0.375944195398592
cos,"cos(log(exp((log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4))*(9)),7))",cos(log_7(e^((log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))))*(9)))),0.930161374351061
pow,"(cos(log(exp((log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4))*(9)),7)))**4",(cos(log_7(e^((log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))))*(9)))))^4,0.748571355511919
/,"((cos(log(exp((log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4))*(9)),7)))**4)/(4)",((cos(log_7(e^((log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))))*(9)))))^4)/(4),0.187142838877980
pow,"(((cos(log(exp((log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4))*(9)),7)))**4)/(4))**4",(((cos(log_7(e^((log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))))*(9)))))^4)/(4))^4,0.00122657145368146
/,"((((cos(log(exp((log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4))*(9)),7)))**4)/(4))**4)/(5)",((((cos(log_7(e^((log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))))*(9)))))^4)/(4))^4)/(5),0.000245314290736292
sqrt,"sqrt(((((cos(log(exp((log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4))*(9)),7)))**4)/(4))**4)/(5))",sqrt(((((cos(log_7(e^((log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))))*(9)))))^4)/(4))^4)/(5)),0.0156625122740987
/,"(sqrt(((((cos(log(exp((log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4))*(9)),7)))**4)/(4))**4)/(5)))/(3)",(sqrt(((((cos(log_7(e^((log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))))*(9)))))^4)/(4))^4)/(5)))/(3),0.00522083742469957
sqrt,"sqrt((sqrt(((((cos(log(exp((log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4))*(9)),7)))**4)/(4))**4)/(5)))/(3))",sqrt((sqrt(((((cos(log_7(e^((log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))))*(9)))))^4)/(4))^4)/(5)))/(3)),0.0722553626016752
exp,"exp(sqrt((sqrt(((((cos(log(exp((log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4))*(9)),7)))**4)/(4))**4)/(5)))/(3)))",e^(sqrt((sqrt(((((cos(log_7(e^((log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))))*(9)))))^4)/(4))^4)/(5)))/(3))),1.07492980589053
pow,"(exp(sqrt((sqrt(((((cos(log(exp((log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4))*(9)),7)))**4)/(4))**4)/(5)))/(3))))**4",(e^(sqrt((sqrt(((((cos(log_7(e^((log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))))*(9)))))^4)/(4))^4)/(5)))/(3))))^4,1.33512036709622
log,"log((exp(sqrt((sqrt(((((cos(log(exp((log(tan(sin(exp((tan(log(exp((cos(((log((9 - 3),9))**2)*(4)))/(6)),9)))*(3)))),4))*(9)),7)))**4)/(4))**4)/(5)))/(3))))**4,10)",log_10((e^(sqrt((sqrt(((((cos(log_7(e^((log_4(tan(sin(e^((tan(log_9(e^((cos(((log_9((9 - 3)))^2)*(4)))/(6)))))*(3))))))*(9)))))^4)/(4))^4)/(5)))/(3))))^4),0.125520421063305
