New op,SYMPY expression,Expression for LLM,Value
N/A,(9 * 1),(9 * 1),9.00000000000000
/,((9 * 1))/(3),((9 * 1))/(3),3.00000000000000
sin,sin(((9 * 1))/(3)),sin(((9 * 1))/(3)),0.141120008059867
tan,tan(sin(((9 * 1))/(3))),tan(sin(((9 * 1))/(3))),0.142064326068473
pow,(tan(sin(((9 * 1))/(3))))**3,(tan(sin(((9 * 1))/(3))))^3,0.00286718097552137
sin,sin((tan(sin(((9 * 1))/(3))))**3),sin((tan(sin(((9 * 1))/(3))))^3),0.00286717704713776
pow,(sin((tan(sin(((9 * 1))/(3))))**3))**5,(sin((tan(sin(((9 * 1))/(3))))^3))^5,1.93763761385486e-13
tan,tan((sin((tan(sin(((9 * 1))/(3))))**3))**5),tan((sin((tan(sin(((9 * 1))/(3))))^3))^5),1.93763761385486e-13
tan,tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5)),tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5)),1.93763761385486e-13
tan,tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5))),tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5))),1.93763761385486e-13
cos,cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5)))),cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5)))),1.00000000000000
sin,sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5))))),sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5))))),0.841470984807897
exp,exp(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5)))))),e^(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5)))))),2.31977682471585
tan,tan(exp(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5))))))),tan(e^(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5))))))),-1.07562277012871
sin,sin(tan(exp(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5)))))))),sin(tan(e^(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5)))))))),-0.879886251673718
/,(sin(tan(exp(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5)))))))))/(2),(sin(tan(e^(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5)))))))))/(2),-0.439943125836859
cos,cos((sin(tan(exp(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5)))))))))/(2)),cos((sin(tan(e^(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5)))))))))/(2)),0.904775886707288
log,"log(cos((sin(tan(exp(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5)))))))))/(2)),6)",log_6(cos((sin(tan(e^(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5)))))))))/(2))),-0.0558490169388611
tan,"tan(log(cos((sin(tan(exp(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5)))))))))/(2)),6))",tan(log_6(cos((sin(tan(e^(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5)))))))))/(2)))),-0.0559071559359814
sin,"sin(tan(log(cos((sin(tan(exp(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5)))))))))/(2)),6)))",sin(tan(log_6(cos((sin(tan(e^(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5)))))))))/(2))))),-0.0558780364920872
pow,"(sin(tan(log(cos((sin(tan(exp(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5)))))))))/(2)),6))))**5",(sin(tan(log_6(cos((sin(tan(e^(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5)))))))))/(2))))))^5,-5.44760594065254e-7
sin,"sin((sin(tan(log(cos((sin(tan(exp(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5)))))))))/(2)),6))))**5)",sin((sin(tan(log_6(cos((sin(tan(e^(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5)))))))))/(2))))))^5),-5.44760594065227e-7
*,"(sin((sin(tan(log(cos((sin(tan(exp(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5)))))))))/(2)),6))))**5))*(6)",(sin((sin(tan(log_6(cos((sin(tan(e^(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5)))))))))/(2))))))^5))*(6),-3.26856356439136e-6
pow,"((sin((sin(tan(log(cos((sin(tan(exp(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))**3))**5)))))))))/(2)),6))))**5))*(6))**4",((sin((sin(tan(log_6(cos((sin(tan(e^(sin(cos(tan(tan(tan((sin((tan(sin(((9 * 1))/(3))))^3))^5)))))))))/(2))))))^5))*(6))^4,1.14137338367092e-22
