New op,SYMPY expression,Expression for LLM,Value
N/A,(2 + 3),(2 + 3),5.00000000000000
*,((2 + 3))*(2),((2 + 3))*(2),10.0000000000000
/,(((2 + 3))*(2))/(7),(((2 + 3))*(2))/(7),1.42857142857143
tan,tan((((2 + 3))*(2))/(7)),tan((((2 + 3))*(2))/(7)),6.98364535082051
sqrt,sqrt(tan((((2 + 3))*(2))/(7))),sqrt(tan((((2 + 3))*(2))/(7))),2.64265876548988
sin,sin(sqrt(tan((((2 + 3))*(2))/(7)))),sin(sqrt(tan((((2 + 3))*(2))/(7)))),0.478489665112685
/,(sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2),(sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2),0.239244832556342
tan,tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),0.243916458848085
log,"log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5)",log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))),-0.876659784875592
*,"(log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4)",(log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4),-3.50663913950237
sin,"sin((log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4))",sin((log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4)),0.356992717686718
pow,"(sin((log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4)))**2",(sin((log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4)))^2,0.127443800481349
sqrt,"sqrt((sin((log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4)))**2)",sqrt((sin((log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4)))^2),0.356992717686718
exp,"exp(sqrt((sin((log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4)))**2))",e^(sqrt((sin((log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4)))^2)),1.42902546320487
tan,"tan(exp(sqrt((sin((log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4)))**2)))",tan(e^(sqrt((sin((log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4)))^2))),7.00631512912845
sin,"sin(tan(exp(sqrt((sin((log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4)))**2))))",sin(tan(e^(sqrt((sin((log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4)))^2)))),0.661734456609468
sqrt,"sqrt(sin(tan(exp(sqrt((sin((log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4)))**2)))))",sqrt(sin(tan(e^(sqrt((sin((log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4)))^2))))),0.813470624306415
pow,"(sqrt(sin(tan(exp(sqrt((sin((log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4)))**2))))))**5",(sqrt(sin(tan(e^(sqrt((sin((log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4)))^2))))))^5,0.356212678085109
sqrt,"sqrt((sqrt(sin(tan(exp(sqrt((sin((log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4)))**2))))))**5)",sqrt((sqrt(sin(tan(e^(sqrt((sin((log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4)))^2))))))^5),0.596835553636937
exp,"exp(sqrt((sqrt(sin(tan(exp(sqrt((sin((log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4)))**2))))))**5))",e^(sqrt((sqrt(sin(tan(e^(sqrt((sin((log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4)))^2))))))^5)),1.81636191665842
/,"(exp(sqrt((sqrt(sin(tan(exp(sqrt((sin((log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4)))**2))))))**5)))/(7)",(e^(sqrt((sqrt(sin(tan(e^(sqrt((sin((log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4)))^2))))))^5)))/(7),0.259480273808346
log,"log((exp(sqrt((sqrt(sin(tan(exp(sqrt((sin((log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4)))**2))))))**5)))/(7),2)",log_2((e^(sqrt((sqrt(sin(tan(e^(sqrt((sin((log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4)))^2))))))^5)))/(7)),-1.94630322859938
cos,"cos(log((exp(sqrt((sqrt(sin(tan(exp(sqrt((sin((log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4)))**2))))))**5)))/(7),2))",cos(log_2((e^(sqrt((sqrt(sin(tan(e^(sqrt((sin((log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4)))^2))))))^5)))/(7))),-0.366744158001718
sin,"sin(cos(log((exp(sqrt((sqrt(sin(tan(exp(sqrt((sin((log(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2)),5))*(4)))**2))))))**5)))/(7),2)))",sin(cos(log_2((e^(sqrt((sqrt(sin(tan(e^(sqrt((sin((log_5(tan((sin(sqrt(tan((((2 + 3))*(2))/(7)))))/(2))))*(4)))^2))))))^5)))/(7)))),-0.358578010148193
